,Rank 1,Rank 2,Rank 3,Did Not Rank
CHERYL DAVILA,2215.00,4483.00,5451.00,2672.00
DARRYL MOORE,2837.00,3838.00,5243.00,2880.00
NANCI IRA ARMSTRONG-TEMPLE,2086.00,4082.00,5293.00,2830.00
