,Rank 1,Rank 2,Rank 3,Did Not Rank
AARON PESKIN,8767.00,10170.00,11178.00,6376.00
JULIE CHRISTENSEN,7267.00,9335.00,10728.00,6826.00
WILMA PANG,660.00,5168.00,7245.00,10309.00
