,Rank 1,Rank 2,Rank 3,Did Not Rank
DAN DILLMAN,4823.00,8882.00,17888.00,10815.00
MORGAN MACK-ROSE,9666.00,17907.00,20387.00,8316.00
URSULA REED,10734.00,17342.00,20913.00,7790.00
writeIns,213.00,348.00,586.00,28117.00
