,Rank 1,Rank 2,Rank 3,Did Not Rank
James Boris Perez,583.00,1554.00,2778.00,23497.00
Lucrecia Bermudez,1027.00,3238.00,6924.00,19351.00
Miguel Bustos,4346.00,8532.00,13267.00,13008.00
Renee Saucedo,5497.00,13447.00,16590.00,9685.00
Steve Zeltzer,806.00,1882.00,3261.00,23014.00
Tom Ammiano,12592.00,16881.00,18851.00,7424.00
writeIns,17.00,17.00,22.00,26253.00
