,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
BLONG YANG,40.72,61.65,75.54,24.46,100.00
BRETT BUCKNER,20.60,39.23,55.96,44.04,100.00
IAN ALEXANDER,28.93,48.56,60.88,39.12,100.00
KALE R. SEVERSON,6.07,13.56,22.75,77.25,100.00
writeIns,0.28,0.66,1.38,98.62,100.00
