,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
CHRISTINE JOHNSON,21.71,47.20,62.24,37.76,100.00
MATT HANEY,49.49,61.29,75.35,24.65,100.00
SONJA TRAUSS,16.54,40.50,59.08,40.92,100.00
