,Rank 1,Rank 2,Rank 3,Did Not Rank
ANDREW ''ELLARD'' RESIGNATO,782.00,2043.00,3581.00,36672.00
CHRISTINA OLAGUE,6955.00,11553.00,15004.00,25249.00
DANIEL EVERETT,1315.00,2920.00,4860.00,35393.00
HOPE JOHNSON,490.00,1557.00,3099.00,37154.00
JOHN RIZZO,5683.00,10968.00,14951.00,25302.00
JULIAN DAVIS,5342.00,10058.00,13920.00,26333.00
LONDON BREED,9842.00,14388.00,17932.00,22321.00
THEA SELBY,4738.00,10585.00,14366.00,25887.00
