,Rank 1,Rank 2,Rank 3,Did Not Rank
Erica Mauter,28.11,53.35,69.14,30.86
Jeremy Schroeder,33.67,62.00,75.35,24.65
John Quincy,33.36,53.42,72.84,27.16
writeIns,0.35,0.65,2.00,98.00
