,Rank 1,Rank 2,Rank 3,Did Not Rank
IGOR A. TREGUB,33.20,57.77,69.24,30.76
MARGO SCHUELER,14.36,38.98,62.15,37.85
MARY BEHM-STEINBERG,4.08,13.43,26.55,73.45
RASHI KESARWANI,41.34,60.02,68.85,31.15
