,Rank 1,Rank 2,Rank 3,Did Not Rank
Andrea Fahrenkrug,13.05,32.44,42.46,57.54
Bill Shroyer,19.35,33.59,48.71,51.29
Steffanie Musich,45.92,59.16,63.95,36.05
writeIns,0.44,0.88,1.46,98.54
