,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Bernie Kunza,13.16,26.87,33.34,66.66,100.00
John Malone,8.18,17.63,26.84,73.16,100.00
Liz Wielinski,62.76,68.05,71.59,28.41,100.00
writeIns,0.48,0.84,1.25,98.75,100.00
