,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
CORINA N. LOPEZ,16415.00,20490.00,20490.00,7277.00,27767.00
MAXINE OLIVER-BENSON,6875.00,15975.00,15975.00,11792.00,27767.00
