,Rank 1,Rank 2,Rank 3,Did Not Rank
Dan Alvin,287.00,629.00,897.00,2534.00
Kim Vlaisavljevich,339.00,774.00,1071.00,2360.00
Matthew Dowgwillo,292.00,1040.00,1305.00,2126.00
Meg Tuthill,2405.00,2716.00,2841.00,590.00
writeIns,6.00,17.00,37.00,3394.00
