,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
AMY LEMLEY,21.23,38.55,47.60,52.40,100.00
CRAIG BRANDT,4.06,10.52,15.90,84.10,100.00
DAN KALB,24.16,38.77,51.28,48.72,100.00
DONALD MACLEAY,5.44,8.98,13.66,86.34,100.00
GORDON ''DON'' LINK,6.30,11.92,17.96,82.04,100.00
LEN RAPHAEL,5.57,10.75,16.07,83.93,100.00
RICHARD RAYA,16.78,29.17,39.39,60.61,100.00
writeIns,0.31,0.59,0.78,99.22,100.00
