,Rank 1,Rank 2,Rank 3,Did Not Rank
MIKE HUTCHINSON,4950.00,7659.00,7695.00,5787.00
ROSIE TORRES,6005.00,8573.00,8600.00,4882.00
writeIns,83.00,281.00,890.00,12592.00
