,Rank 1,Rank 2,Rank 3,Did Not Rank
BEN GOULD,31.70,61.29,70.91,29.09
GREGORY MAGOFNA,11.05,34.09,62.68,37.32
KATE HARRISON,47.90,65.25,76.21,23.79
