,Rank 1,Rank 2,Rank 3,Did Not Rank
JODY LONDON,19840.00,22678.00,22717.00,11463.00
THEARSE PECOT,6290.00,14858.00,14900.00,19280.00
writeIns,184.00,546.00,1383.00,32797.00
