,Rank 1,Rank 2,Rank 3,Did Not Rank
CORINA N. LOPEZ,9291.00,15539.00,15617.00,7877.00
PAULINE RUSSO CUTTER,10784.00,15789.00,15869.00,7625.00
writeIns,217.00,573.00,1709.00,21785.00
