,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Blong Yang,1617.00,2334.00,2823.00,1455.00,4278.00
Cathy Spann,159.00,627.00,1331.00,2947.00,4278.00
Jeremiah Ellison,1987.00,2838.00,3146.00,1132.00,4278.00
Raeisha (RA) Williams,445.00,1444.00,2172.00,2106.00,4278.00
writeIns,8.00,23.00,62.00,4216.00,4278.00
