,Rank 1,Rank 2,Rank 3,Did Not Rank
Charlie Walker,2.88,6.32,10.80,89.20
Dwayne Jusino,10.32,17.18,21.51,78.49
Espanola Jackson,8.88,19.53,26.22,73.78
Marie L. Harrison,6.98,18.86,26.18,73.82
Rodney Hampton Jr.,7.16,15.88,24.12,75.88
Sala Chandler,1.65,4.54,9.08,90.92
Sophie Maxwell,47.88,56.61,61.52,38.48
