,Rank 1,Rank 2,Rank 3,Did Not Rank
BEVERLY WILLIAMS,8.81,28.27,50.63,49.37
LARRY E. REID,51.28,62.17,71.95,28.05
SHERYL WALTON,27.82,51.66,60.74,39.26
writeIns,0.63,1.40,2.57,97.43
