,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Mike Wendorf,1239.00,1978.00,1985.00,4175.00,6160.00
Scott Vreeland,3430.00,3918.00,3927.00,2233.00,6160.00
writeIns,67.00,120.00,173.00,5987.00,6160.00
