,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
AIDAN HILL,254.00,706.00,1898.00,1308.00,3206.00
CECILIA ''CES'' ROSALES,967.00,2013.00,2292.00,914.00,3206.00
RIGEL ROBINSON,1587.00,2372.00,2567.00,639.00,3206.00
