,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
David Ferguson,1455.00,3658.00,5367.00,16618.00,21985.00
Doug Chan,3236.00,6711.00,9724.00,12261.00,21985.00
Ed Jew,5184.00,8310.00,10491.00,11494.00,21985.00
Houston Zheng,234.00,811.00,2382.00,19603.00,21985.00
Jaynry Mak,4569.00,7925.00,10261.00,11724.00,21985.00
Ron Dudum,5134.00,7382.00,8914.00,13071.00,21985.00
writeIns,2.00,3.00,4.00,21981.00,21985.00
