,Rank 1,Rank 2,Rank 3,Did Not Rank
Chris Daly,43.92,51.71,54.70,45.30
Davy Jones,1.95,8.02,15.26,84.74
George Dias,1.15,4.38,9.23,90.77
"Manuel Jimenez, Jr.",1.59,7.49,13.86,86.14
Matt Drake,3.41,13.69,20.06,79.94
Rob Black,35.73,46.46,50.23,49.77
Robert Jordan,0.63,2.41,5.23,94.77
Viliam Dugovic,1.71,6.67,11.44,88.56
