,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Anthony Faber,18.00,30.00,40.00,225330.00,225370.00
Gerardo Sandoval,71850.00,106546.00,141324.00,84046.00,225370.00
Phil Ting,94062.00,143944.00,161756.00,63614.00,225370.00
Ronald Chun,33294.00,80997.00,130374.00,94996.00,225370.00
