,Rank 1,Rank 2,Rank 3,Did Not Rank
Billy Menz,5070.00,8752.00,10417.00,7368.00
Chris Meyer,6358.00,9351.00,10666.00,7119.00
Mohamed Issa Barre,2793.00,4991.00,7906.00,9879.00
writeIns,82.00,140.00,265.00,17520.00
