,Rank 1,Rank 2,Rank 3,Did Not Rank
Blong Yang,37.80,54.56,65.99,34.01
Cathy Spann,3.72,14.66,31.11,68.89
Jeremiah Ellison,46.45,66.34,73.54,26.46
Raeisha (RA) Williams,10.40,33.75,50.77,49.23
writeIns,0.19,0.54,1.45,98.55
