,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Bob Fine,34.68,52.04,56.33,43.67,100.00
Brad Bourn,37.43,48.68,53.64,46.36,100.00
Jennifer Zielinski,10.52,22.35,30.60,69.40,100.00
"Robert M Schlosser ""Bob""",2.70,8.32,16.27,83.73,100.00
writeIns,0.26,0.85,1.41,98.59,100.00
