,Rank 1,Rank 2,Rank 3,Did Not Rank
David Pascal,4235.00,9934.00,14725.00,24737.00
Jay R. Shah,1387.00,5000.00,9250.00,30212.00
Michela Alioto-pier,21118.00,24684.00,26496.00,12966.00
Roger E. Schulke,1957.00,5949.00,10234.00,29228.00
Steve Braccini,5791.00,12019.00,15828.00,23634.00
