,Rank 1,Rank 2,Rank 3,Did Not Rank
AHSHA SAFAI,9466.00,12760.00,14687.00,13323.00
BERTA HERNANDEZ,1607.00,4868.00,9113.00,18897.00
FRANCISCO HERRERA,2618.00,7500.00,11226.00,16784.00
KIM ALVARENGA,8670.00,12854.00,15177.00,12833.00
MAGDALENA DE GUZMAN,3019.00,6837.00,10622.00,17388.00
