,Rank 1,Rank 2,Rank 3,Did Not Rank
Allen Kathir,348.00,941.00,1045.00,1212.00
Diane Hofstede,1465.00,1678.00,1767.00,490.00
Jeffery Cobia,242.00,320.00,400.00,1857.00
Raymond Wilson Rolfe,39.00,168.00,333.00,1924.00
writeIns,128.00,275.00,478.00,1779.00
