,Rank 1,Rank 2,Rank 3,Did Not Rank
Billy Menz,28.51,49.21,58.57,41.43
Chris Meyer,35.75,52.58,59.97,40.03
Mohamed Issa Barre,15.70,28.06,44.45,55.55
writeIns,0.46,0.79,1.49,98.51
