,Rank 1,Rank 2,Rank 3,Did Not Rank
"Barbara A. ""Barb"" Johnson",42.21,54.89,65.30,34.70
Dana Hansen,4.11,9.68,21.33,78.67
Phillipe M. Cunningham,40.01,60.07,68.26,31.74
Stephanie Gasca,11.85,41.73,57.86,42.14
writeIns,0.21,0.84,2.04,97.96
