,Rank 1,Rank 2,Rank 3,Did Not Rank
AIDAN HILL,7.92,22.02,59.20,40.80
CECILIA ''CES'' ROSALES,30.16,62.79,71.49,28.51
RIGEL ROBINSON,49.50,73.99,80.07,19.93
