,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
ANTHONY Di DONATO,192.00,557.00,1146.00,5280.00,6426.00
JASPER KINGETER,1278.00,2682.00,3402.00,3024.00,6426.00
LINDA MAIO,3735.00,4404.00,4784.00,1642.00,6426.00
MERRILIE MITCHELL,476.00,1636.00,2577.00,3849.00,6426.00
writeIns,19.00,34.00,55.00,6371.00,6426.00
