,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Brent Perry,2.70,8.24,15.28,84.72,100.00
Charley Underwood,13.76,38.92,44.48,55.52,100.00
Rick L. Nyhlen,18.26,26.48,35.16,64.84,100.00
Sandy Colvin Roy,62.99,72.52,76.13,23.87,100.00
writeIns,0.21,0.68,1.20,98.80,100.00
