,Rank 1,Rank 2,Rank 3,Did Not Rank
CORINA LOPEZ,45.97,60.80,72.25,27.75
LEAH HALL,20.27,39.99,62.02,37.98
MIA OUSLEY,19.14,44.98,61.68,38.32
