,Rank 1,Rank 2,Rank 3,Did Not Rank
CHERYL DAVILA,27.27,55.19,67.11,32.89
DARRYL MOORE,34.93,47.25,64.55,35.45
NANCI IRA ARMSTRONG-TEMPLE,25.68,50.25,65.16,34.84
