,Rank 1,Rank 2,Rank 3,Did Not Rank
JENNIFER S. PAE,4604.00,9154.00,9217.00,6026.00
PATRICIA KERNIGHAN,8954.00,11248.00,11312.00,3931.00
writeIns,75.00,410.00,1247.00,13996.00
