,Rank 1,Rank 2,Rank 3,Did Not Rank
DESLEY BROOKS,4429.00,5933.00,6975.00,12572.00
LOREN TAYLOR,7158.00,9903.00,11588.00,7959.00
MARLO RODRIGUEZ,1591.00,3631.00,6493.00,13054.00
MYA WHITAKER,2500.00,6105.00,9583.00,9964.00
NATASHA MIDDLETON,2167.00,6115.00,8615.00,10932.00
