,Rank 1,Rank 2,Rank 3,Did Not Rank
CARMEN CHU,15405.00,20218.00,23932.00,7696.00
DAVE FERGUSON,3635.00,11102.00,18302.00,13326.00
RON DUDUM,10346.00,18054.00,22323.00,9305.00
writeIns,53.00,107.00,255.00,31373.00
