,Rank 1,Rank 2,Rank 3,Did Not Rank
Chris Daly,8746.00,10299.00,10893.00,9022.00
Davy Jones,389.00,1598.00,3039.00,16876.00
George Dias,230.00,872.00,1838.00,18077.00
"Manuel Jimenez, Jr.",317.00,1491.00,2760.00,17155.00
Matt Drake,679.00,2726.00,3994.00,15921.00
Rob Black,7115.00,9253.00,10003.00,9912.00
Robert Jordan,125.00,479.00,1041.00,18874.00
Viliam Dugovic,340.00,1329.00,2279.00,17636.00
