,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
DESLEY BROOKS,58.99,68.51,78.97,21.03,100.00
JOSE DORADO,19.71,40.87,63.05,36.95,100.00
NANCY SIDEBOTHAM,12.66,45.33,62.22,37.78,100.00
writeIns,0.61,1.60,3.25,96.75,100.00
