,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
AMY FARAH WEISS,23236.00,54496.00,77028.00,126041.00,203069.00
ED LEE,105771.00,112718.00,118309.00,84760.00,203069.00
FRANCISCO HERRERA,28805.00,53444.00,70684.00,132385.00,203069.00
KENT GRAHAM,8827.00,20323.00,31261.00,171808.00,203069.00
REED MARTIN,4660.00,13315.00,22987.00,180082.00,203069.00
STUART SCHUFFMAN,18347.00,38088.00,56967.00,146102.00,203069.00
writeIns,61.00,76.00,90.00,202979.00,203069.00
