,Rank 1,Rank 2,Rank 3,Did Not Rank
Eric John Holmes,1305.00,2614.00,4021.00,1059.00
Greg Scargall,1473.00,2859.00,3943.00,1137.00
JoAnne Vigil Coppler,2121.00,3235.00,4191.00,889.00
