,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
David Regan,174.00,242.00,287.00,2952.00,3239.00
Elizabeth Glidden,2291.00,2646.00,2727.00,512.00,3239.00
Gregory McDonald,115.00,389.00,705.00,2534.00,3239.00
Jeanine Estime,470.00,1437.00,1615.00,1624.00,3239.00
Michael J. Cavlan,43.00,204.00,508.00,2731.00,3239.00
writeIns,3.00,12.00,26.00,3213.00,3239.00
