,Rank 1,Rank 2,Rank 3,Did Not Rank
Brent Perry,130.00,397.00,736.00,4082.00
Charley Underwood,663.00,1875.00,2143.00,2675.00
Rick L. Nyhlen,880.00,1276.00,1694.00,3124.00
Sandy Colvin Roy,3035.00,3494.00,3668.00,1150.00
writeIns,10.00,33.00,58.00,4760.00
