,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Andy Exley,8.32,21.34,30.83,69.17,100.00
Bruce Lundeen,3.03,9.99,18.67,81.33,100.00
Laura Jean,11.65,27.60,36.98,63.02,100.00
M. Cali,7.97,14.23,21.64,78.36,100.00
Michael Tupper,14.73,25.43,32.24,67.76,100.00
Robert Lilligren,51.46,61.76,66.25,33.75,100.00
writeIns,0.20,0.55,1.21,98.79,100.00
