,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
DESLEY BROOKS,4772.00,5899.00,6726.00,5657.00,12383.00
JAMES MOORE,1011.00,3099.00,5242.00,7141.00,12383.00
MICHAEL V. JOHNSON,1943.00,3958.00,5885.00,6498.00,12383.00
SHEREDA F. NOSAKHARE,3354.00,5808.00,6893.00,5490.00,12383.00
VICENTE CRUZ,82.00,98.00,105.00,12278.00,12383.00
