,Rank 1,Rank 2,Rank 3,Did Not Rank,Final Rank + Did Not Rank
Allen A. Aigbogun,408.00,720.00,731.00,2111.00,2842.00
Cam Gordon,2260.00,2380.00,2382.00,460.00,2842.00
writeIns,21.00,64.00,77.00,2765.00,2842.00
