,Rank 1,Rank 2,Rank 3,Did Not Rank
Carol Kummer,2964.00,4338.00,4832.00,4550.00
Dan W. Peterson,369.00,754.00,1233.00,8149.00
Jason Stone,2788.00,3691.00,4332.00,5050.00
McClain Looney,151.00,378.00,649.00,8733.00
Steve Barland,1541.00,3014.00,3629.00,5753.00
writeIns,35.00,56.00,69.00,9313.00
