"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"p14","V","1101","137","89","8","2","1","1","0","0","1","0","35","71","66","21","0","6","3","0","0","1","0","0","0","2","0","1","0","0","0","8","2","16","0","0","0","0","0","0","0","0","0","4","2","1","1","0","1","1","6","8","14","11","0","3","4","3","12","9","17","0","0","1","1","1","0","0","0","0","0","0","1","1","3","0","1","3","3","3","4","10","0","1","0","0","2","3","5","0","0","0","0","0","1","2","0","0","0","1","0","0","1","6","8","10","5","9","8","5","4","34","1","1","2","1","1","1","0","1","0","5","1","2","4","6","5","0","3","9","1","2","0","0","0","0","0","0","2"
"p14","V","1102","287","182","22","3","1","1","0","0","2","1","75","166","121","59","4","17","1","10","0","0","0","0","0","0","0","0","0","0","0","10","2","33","0","3","0","0","0","0","0","1","1","6","1","2","0","0","4","6","11","28","21","24","0","0","4","12","17","20","35","0","0","2","1","0","2","4","0","0","1","0","1","3","8","0","2","9","4","12","12","17","0","5","1","3","3","4","3","0","0","2","1","4","0","0","0","1","0","0","0","0","0","10","14","17","7","18","19","11","15","71","0","3","1","1","1","0","2","4","10","11","14","0","6","4","12","7","4","17","3","0","3","0","1","0","1","0","0"
"p14","V","1103","293","188","25","5","0","0","2","0","8","1","64","154","139","38","2","11","4","13","0","1","5","0","0","3","0","2","0","1","0","15","3","18","1","0","0","0","0","8","0","1","0","3","0","1","0","0","2","7","15","14","29","26","0","0","8","10","10","28","39","0","1","3","0","1","5","4","0","0","0","0","2","1","8","0","2","6","3","10","6","11","0","2","2","3","7","3","9","0","0","1","2","2","3","1","0","0","0","1","3","2","1","12","16","18","11","10","15","7","13","86","2","2","2","1","2","1","1","1","13","9","14","3","4","9","8","5","3","9","3","2","1","1","1","2","1","3","2"
"p14","V","1104","214","138","22","2","1","0","0","0","6","0","45","120","94","53","6","14","1","6","0","1","1","2","0","0","0","0","0","0","0","12","5","9","0","1","0","0","0","0","1","3","2","13","1","5","0","0","4","8","12","11","16","18","0","0","5","9","16","13","26","0","0","0","0","4","0","11","0","0","0","1","2","0","4","0","0","2","4","8","10","6","0","0","1","1","3","4","6","0","1","0","1","2","1","1","0","0","0","1","1","1","0","14","20","14","11","15","9","7","10","38","1","1","1","1","0","4","2","1","11","7","3","4","8","3","3","3","3","11","1","0","0","3","0","2","0","0","3"
"p14","V","1106","184","112","18","2","1","0","0","0","4","0","47","95","89","10","0","6","1","6","2","1","2","1","0","0","0","3","0","1","0","12","3","18","1","0","0","0","0","3","0","1","0","0","2","2","0","0","3","4","4","10","10","18","0","4","4","4","7","12","32","0","0","1","3","1","1","4","0","0","0","0","0","2","6","0","1","1","3","8","4","13","0","0","1","1","4","6","5","0","0","1","1","1","1","2","0","1","0","0","0","0","0","12","8","11","6","8","6","5","6","50","6","1","0","0","0","1","2","1","7","9","7","5","5","2","7","1","2","9","0","0","1","3","0","0","0","1","2"
"p14","V","1107","166","121","11","1","1","1","0","0","0","0","31","73","93","7","1","1","0","5","1","2","0","0","0","0","0","0","0","0","0","8","1","12","0","0","0","0","0","2","0","3","0","1","0","1","0","0","0","4","3","6","11","22","0","1","3","5","8","13","45","0","0","1","0","2","1","1","0","0","1","1","2","1","1","0","1","2","3","3","5","5","0","0","0","2","3","6","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","14","3","8","9","6","9","6","4","62","4","0","1","1","0","0","1","1","3","3","5","2","2","5","2","4","1","7","3","0","0","0","0","0","0","0","0"
"p14","V","1108","252","167","13","5","0","0","1","0","5","0","61","132","120","13","0","4","1","2","0","2","0","0","0","0","1","2","0","1","0","20","0","25","0","0","0","0","0","0","1","0","0","4","1","0","0","0","5","5","8","19","14","31","0","1","7","2","15","19","41","0","0","0","0","1","3","4","0","0","0","0","1","0","4","0","2","2","10","7","10","5","0","4","0","3","5","7","6","0","0","1","1","3","1","0","0","0","0","2","1","1","1","16","8","13","12","12","7","10","14","75","0","0","1","0","2","1","1","1","7","11","8","4","8","4","6","8","2","10","1","2","2","1","1","0","0","3","1"
"p14","V","1109","212","129","13","4","2","0","0","0","4","0","60","119","93","7","2","2","1","3","0","0","0","0","0","1","0","2","0","0","0","23","2","38","0","0","0","1","0","1","1","2","0","0","0","0","0","0","2","1","10","17","14","29","0","3","5","1","11","12","24","0","0","0","2","0","3","4","0","0","0","0","0","1","3","0","1","1","4","5","8","14","0","0","0","3","7","5","12","0","1","1","1","0","0","1","0","0","0","1","3","1","1","16","8","5","11","11","13","7","5","53","2","0","1","1","0","1","0","2","6","8","4","9","9","4","5","5","5","11","3","4","0","1","1","1","0","0","0"
"p14","V","1111","255","135","24","7","1","0","2","0","9","0","77","144","111","23","8","2","0","7","0","2","3","2","1","2","0","1","0","0","0","24","2","47","2","0","0","0","0","0","5","5","2","4","3","2","0","0","3","3","8","12","16","20","0","6","5","3","4","20","35","0","0","0","1","2","2","9","0","0","0","3","1","2","4","0","1","9","6","2","16","23","0","0","2","4","3","6","5","0","1","2","0","4","2","2","0","2","1","3","1","1","0","12","13","14","9","12","7","8","15","45","1","2","4","2","2","2","1","1","9","7","13","5","15","8","6","3","5","15","3","3","4","0","2","4","0","0","3"
"p14","V","1112","157","78","8","2","0","1","0","0","1","0","67","92","65","9","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","21","3","44","1","1","0","0","0","0","0","1","0","4","1","0","0","0","0","5","2","10","10","13","0","1","1","5","6","12","13","0","0","0","1","0","2","0","0","0","0","1","0","0","4","0","1","6","8","5","9","17","0","1","1","2","4","5","8","0","0","1","0","0","1","1","0","0","0","0","1","0","0","11","9","8","1","4","8","1","2","34","1","1","0","1","0","1","2","1","1","8","10","6","6","7","5","2","6","17","1","0","1","0","2","0","0","0","0"
