"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g18","V","200100","606","454","24","5","1","5","2","0","7","0","108","305","301","11","0","4","0","65","1","8","0","1","0","0","0","8","0","2","0","14","0","3","1","8","0","3","3","1","0","3","0","2","0","1","0","0","16","15","27","23","34","99","0","12","18","30","31","47","102","0","0","0","2","0","5","5","0","0","0","0","1","4","7","0","0","7","16","13","13","16","0","1","3","8","6","8","17","0","1","1","2","4","2","4","0","0","0","1","3","1","1","103","64","19","16","18","47","18","26","143","6","2","1","1","1","1","0","0","12","37","16","4","9","6","10","3","4","19","6","8","0","1","1","1","0","0","3"
"g18","V","200200","582","431","22","9","3","2","4","0","8","0","103","276","306","10","1","6","0","44","1","7","3","7","1","0","0","5","0","1","0","13","3","9","3","4","0","1","0","2","1","0","0","0","0","1","0","0","7","10","20","26","33","88","0","5","9","29","37","46","121","0","0","0","2","2","4","7","0","0","0","0","1","1","5","0","4","6","7","11","11","19","0","6","4","6","10","7","12","0","0","0","3","2","6","8","0","0","0","0","2","2","3","91","51","27","17","23","39","11","17","155","2","1","2","0","1","1","1","0","14","35","15","3","4","4","8","5","11","18","10","1","2","3","2","1","1","0","6"
"g18","V","200300","459","340","12","2","0","0","1","0","6","0","98","223","236","11","0","4","0","45","0","8","0","1","0","0","0","2","0","2","0","14","1","3","0","7","0","2","0","1","0","0","0","1","0","0","0","0","7","20","18","28","28","50","0","10","14","23","29","30","83","0","0","0","0","2","0","5","0","0","0","0","1","1","3","0","4","7","14","12","8","16","0","3","6","6","4","8","10","0","0","0","2","0","1","1","0","0","2","1","1","0","1","85","52","15","28","13","23","12","20","92","0","1","1","0","0","3","2","0","5","38","12","6","7","4","13","4","6","8","1","3","0","1","1","0","0","0","3"
"g18","V","200600","511","394","15","5","1","3","2","0","5","1","85","260","251","12","0","2","0","50","3","7","0","6","0","0","0","4","0","3","0","9","0","3","1","1","0","1","0","1","0","0","0","0","0","1","0","0","4","28","24","32","31","67","0","8","13","30","34","34","89","0","0","1","0","0","0","10","0","0","0","0","0","0","4","0","2","6","6","13","11","14","0","1","4","4","7","9","8","0","0","2","1","0","4","4","0","0","0","1","1","2","2","83","59","23","22","20","37","17","33","100","4","1","1","1","0","0","0","0","8","23","18","7","5","5","10","3","9","5","3","2","1","0","3","2","0","1","5"
"g18","V","200700","538","407","11","4","0","4","1","0","6","0","105","266","272","18","0","2","1","43","2","11","3","1","0","3","0","3","0","2","0","10","1","5","0","9","0","1","0","0","0","0","0","3","0","1","0","0","10","24","20","25","41","67","0","8","24","22","35","39","92","0","0","0","0","1","5","2","0","0","0","0","0","1","2","0","5","6","7","12","9","26","0","2","6","9","5","7","11","0","0","2","1","2","1","0","0","1","1","2","1","1","3","117","59","16","16","23","29","14","12","121","2","1","1","0","0","2","0","0","5","40","19","5","6","5","5","7","3","15","5","4","2","0","0","1","0","2","1"
"g18","V","200800","531","392","21","2","0","3","3","1","8","0","101","255","276","10","1","4","1","60","1","9","1","0","0","2","0","7","0","2","0","7","0","4","0","2","0","1","0","1","0","0","0","3","0","0","0","0","12","19","17","31","43","56","0","13","18","23","39","46","75","0","1","0","0","0","2","8","0","0","0","1","0","3","6","0","4","7","8","12","13","12","0","3","6","8","6","11","11","0","0","1","3","2","2","2","0","0","0","0","1","1","5","94","63","28","30","12","31","15","22","97","6","1","0","0","1","3","0","1","9","32","11","15","5","4","10","0","4","20","6","1","0","0","1","0","0","0","9"
"g18","V","201000","523","391","21","5","0","0","4","1","10","0","91","255","268","19","1","4","2","42","5","7","2","3","1","1","0","9","0","1","0","12","1","6","0","6","0","0","0","0","0","1","0","1","1","1","0","0","15","13","15","22","43","69","0","13","11","26","35","46","83","0","0","0","0","1","3","7","0","0","0","0","0","4","6","0","2","4","8","11","10","18","0","3","3","3","10","4","15","0","0","5","2","0","5","2","0","0","2","2","1","0","1","106","52","21","37","13","26","11","14","111","3","3","1","2","0","2","1","2","7","34","7","12","7","3","5","3","5","15","7","4","1","1","2","0","1","1","3"
"g18","V","201100","541","400","12","4","0","3","0","0","8","0","114","267","274","11","0","5","0","47","2","7","1","1","0","3","0","1","0","2","1","12","1","6","1","7","1","3","0","0","0","0","0","2","0","2","0","0","10","12","19","31","22","83","0","8","15","23","40","36","101","0","0","0","2","2","0","2","0","0","0","0","0","2","4","0","8","10","8","12","12","21","0","1","8","4","8","7","15","0","0","1","3","1","3","5","0","0","0","0","1","1","0","91","60","24","13","22","26","23","19","122","2","0","0","0","0","1","0","2","7","42","13","11","8","3","11","2","4","20","6","1","1","0","3","0","0","2","2"
"g18","V","201300","517","391","11","4","4","2","1","0","6","0","98","266","251","14","1","7","1","49","0","6","1","0","0","0","0","6","0","1","0","12","2","5","0","5","0","1","1","1","0","0","0","1","0","2","0","0","17","31","23","30","35","54","0","11","29","22","34","37","68","0","0","1","1","2","0","4","0","0","0","1","0","1","1","0","9","8","14","9","7","10","0","3","11","7","4","9","7","0","1","3","2","0","2","3","0","0","2","1","0","0","3","133","57","21","17","18","27","12","16","90","2","0","0","0","3","0","0","0","6","39","14","7","7","2","13","0","3","13","5","5","0","1","0","3","0","1","2"
"g18","V","201400","515","395","17","2","0","1","1","0","5","0","94","258","257","24","1","3","0","44","2","7","4","1","0","1","0","2","0","2","0","16","1","6","0","4","0","1","0","0","0","0","0","1","0","0","0","0","7","20","16","28","30","78","0","13","22","20","27","32","102","0","1","2","1","2","2","8","0","0","0","1","0","0","0","0","9","8","14","8","4","14","0","3","5","8","5","1","15","0","0","1","1","2","0","2","0","0","0","0","1","0","2","108","58","23","21","17","18","10","20","120","4","3","2","0","1","2","1","1","3","39","17","3","10","4","4","2","1","14","0","2","0","0","3","1","0","1","2"
