"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g16","V","200100","650","488","29","4","0","4","2","0","11","0","112","324","326","11","0","7","0","72","1","10","0","2","0","1","0","9","0","2","0","15","1","4","1","7","0","3","1","1","0","2","0","3","0","0","0","0","18","16","27","30","41","101","0","13","21","30","41","47","103","0","0","1","1","0","5","5","0","0","0","1","3","4","9","0","1","8","19","11","11","15","0","2","5","10","6","10","14","0","1","3","2","4","1","3","0","0","1","2","2","1","1","112","28","28","33","59","24","35","15","154","5","2","1","1","4","2","0","0","14","33","14","12","5","10","7","6","4","21","10","2","1","1","2","0","1","0","4"
"g16","V","200200","626","472","30","8","4","1","3","0","6","0","102","299","327","9","1","5","0","46","3","7","1","7","1","0","0","5","0","1","0","14","3","8","1","4","0","1","0","1","1","0","0","0","0","1","0","0","10","14","19","35","44","83","0","14","11","33","40","55","114","0","0","1","2","1","6","10","0","0","0","0","2","0","8","0","3","5","8","14","12","15","0","7","6","3","10","7","12","0","1","0","1","2","7","6","0","0","0","0","2","1","2","92","35","40","28","40","19","24","18","176","3","1","1","1","0","2","0","2","20","32","8","8","7","9","4","14","3","17","5","2","4","2","1","0","0","1","7"
"g16","V","200300","496","363","21","1","2","3","1","0","5","0","100","248","248","12","0","3","0","52","1","9","0","1","0","1","0","2","0","2","0","14","1","3","0","4","0","2","0","2","0","0","0","2","0","0","0","0","11","18","17","33","35","54","0","11","14","26","30","36","78","0","0","1","1","3","1","5","0","0","0","1","2","1","6","0","8","6","13","15","6","17","0","4","5","8","3","9","6","0","0","1","2","0","1","0","0","0","2","1","1","1","3","102","23","34","24","24","25","22","4","105","7","0","1","0","3","1","1","0","8","31","8","15","4","11","9","8","4","10","6","0","1","1","1","0","0","1","2"
"g16","V","200600","574","431","18","7","1","4","2","0","8","1","102","280","294","9","0","1","0","54","2","14","1","7","0","0","0","4","0","2","0","13","0","3","0","0","0","1","2","1","0","0","0","0","0","0","0","0","9","27","30","24","33","70","0","19","18","24","38","46","93","0","0","1","0","1","0","8","0","0","0","1","1","0","6","0","5","4","10","16","8","17","0","5","6","5","10","9","7","0","0","3","2","1","7","4","0","1","0","0","0","5","0","113","31","28","32","35","26","38","15","113","2","1","3","0","1","0","1","2","8","37","10","12","7","10","4","9","3","10","7","2","1","2","2","0","1","1","7"
"g16","V","200700","576","428","16","4","0","4","2","0","9","0","113","282","294","20","0","2","1","43","4","14","1","1","0","3","0","3","0","1","0","8","0","4","1","8","0","1","0","2","0","0","0","3","0","0","0","0","12","18","17","31","52","63","0","13","26","18","40","49","89","0","0","0","1","0","4","4","0","0","1","0","0","1","5","0","7","11","7","8","9","27","0","0","5","10","5","10","14","0","3","3","1","1","2","1","0","1","0","2","1","4","0","116","23","36","33","36","24","13","8","139","4","1","0","0","3","0","0","1","7","40","10","12","8","8","11","5","4","15","10","1","1","0","2","0","2","0","3"
"g16","V","200800","551","406","27","4","0","2","4","1","7","0","100","272","279","8","2","6","2","67","1","13","0","0","0","0","0","5","0","2","0","7","1","3","1","4","0","1","0","2","0","0","0","2","1","0","0","0","16","16","18","35","48","60","0","17","14","23","38","49","72","0","0","2","0","2","2","9","0","0","0","0","0","3","9","0","2","5","9","6","16","16","0","3","4","8","10","11","10","0","1","3","2","1","2","1","0","0","0","0","2","3","3","114","45","37","17","33","17","24","11","108","4","0","0","1","5","1","4","0","12","24","19","7","7","12","1","5","0","25","5","1","0","2","0","0","1","1","8"
"g16","V","201000","554","415","30","3","1","0","3","1","8","0","93","260","294","23","1","4","1","46","5","6","2","3","1","1","0","9","0","0","0","17","2","5","0","6","0","1","0","0","0","0","0","1","1","1","0","0","12","12","16","29","44","70","0","16","17","32","40","40","87","0","1","1","0","2","4","10","0","0","0","0","0","4","8","0","2","5","5","15","6","16","0","4","7","4","10","5","14","0","1","1","1","1","5","1","0","0","1","1","1","2","1","114","21","48","20","32","17","19","12","132","6","1","4","2","2","1","2","1","11","19","18","9","6","6","9","8","3","15","7","2","0","2","0","1","1","3","0"
"g16","V","201100","580","442","13","6","0","1","0","0","7","0","111","286","294","13","0","7","0","60","1","6","1","0","0","2","0","1","0","2","1","7","1","6","0","6","0","1","0","0","0","0","0","2","0","1","0","0","10","21","22","34","23","91","0","13","25","18","41","39","105","0","1","1","1","1","1","3","0","0","0","0","0","1","4","0","4","7","8","19","14","17","0","0","8","5","10","7","12","0","0","0","2","1","5","0","0","0","0","2","0","3","1","122","31","21","24","38","32","22","14","138","1","1","0","0","1","0","2","0","8","29","17","12","6","11","6","7","1","22","4","2","1","1","1","0","3","0","2"
"g16","V","201300","556","428","10","3","1","3","1","0","7","0","103","279","277","14","0","1","0","53","0","8","1","0","0","0","0","6","0","1","0","10","2","2","1","4","0","2","0","1","0","0","0","3","0","2","0","0","19","37","19","40","36","57","0","13","43","22","37","40","65","0","1","0","2","1","0","3","0","0","0","1","0","1","1","0","5","12","10","12","7","7","0","1","15","13","8","7","6","0","2","2","2","0","2","3","0","0","1","0","0","1","2","134","39","32","23","45","16","21","16","102","1","0","0","3","0","0","1","2","3","37","15","14","5","10","2","6","3","11","6","1","2","0","3","0","1","0","2"
"g16","V","201400","593","454","20","4","0","1","2","0","5","0","107","287","306","25","1","6","0","45","1","9","2","1","0","1","0","3","0","1","0","17","1","7","1","7","0","0","0","1","0","0","0","1","0","1","0","0","9","31","24","31","33","71","0","21","33","33","25","43","100","0","2","2","1","2","2","9","0","0","0","0","0","0","2","0","5","10","18","7","7","16","0","3","10","14","3","2","12","0","0","3","0","3","0","1","0","1","0","1","0","1","2","147","40","40","20","19","21","23","9","135","6","2","0","1","4","2","0","0","5","39","13","15","5","7","4","5","0","19","6","0","1","1","1","0","1","1","1"
