"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g12","V","1101","368","220","22","5","1","1","3","0","3","0","113","199","169","63","3","26","5","1","1","1","0","0","0","3","0","1","0","0","0","19","2","25","0","2","0","0","1","1","0","0","0","15","3","6","0","0","8","18","24","25","18","18","0","9","20","12","20","23","25","0","2","6","2","1","1","2","0","0","2","1","0","2","3","0","1","15","16","10","6","18","0","1","8","12","13","6","7","0","0","1","2","1","2","2","0","0","1","2","1","0","1","39","12","37","20","23","10","10","8","61","4","2","6","2","2","0","0","1","5","16","5","11","11","31","5","11","1","22","4","1","1","1","1","1","0","0","4"
"g12","V","1102","712","427","53","13","2","2","3","0","10","0","202","381","331","132","17","40","8","14","0","4","0","2","0","4","0","3","1","1","1","32","6","62","2","6","0","1","0","3","0","1","2","10","2","7","0","0","14","20","42","46","49","38","0","12","31","39","45","44","47","0","1","3","4","7","4","7","0","2","1","2","5","7","10","0","14","25","18","21","28","18","0","14","19","20","8","8","9","0","2","6","4","5","4","1","0","0","2","1","3","2","0","68","32","52","30","48","19","31","24","123","10","3","2","1","6","4","7","2","18","59","18","22","10","24","13","12","12","32","8","1","4","2","5","2","3","2","3"
"g12","V","1103","670","405","55","9","0","1","5","0","11","0","184","338","332","124","8","39","6","17","1","0","8","3","0","5","1","2","0","2","0","33","7","51","1","0","0","0","0","9","0","2","0","16","2","4","1","0","10","17","27","39","41","46","0","9","33","30","36","53","64","0","3","2","2","7","8","8","0","2","1","1","4","4","13","0","9","21","25","15","19","23","0","5","15","12","16","10","14","0","1","3","4","2","5","1","0","1","0","3","3","2","1","55","32","43","18","55","14","27","21","140","10","7","2","2","4","2","3","3","22","47","12","30","10","28","7","20","5","25","9","2","2","1","3","1","4","1","3"
"g12","V","1104","619","367","47","7","2","1","4","0","11","0","180","321","298","132","16","47","6","11","0","1","2","4","0","1","0","0","0","0","0","42","9","37","1","3","0","2","0","1","0","9","2","29","4","17","0","0","17","31","31","36","29","30","0","15","33","29","36","26","54","0","1","0","3","7","4","16","0","0","3","3","2","3","5","0","7","15","15","25","18","19","0","9","16","18","14","9","15","0","1","4","2","4","2","4","0","2","2","2","1","1","0","83","29","52","15","39","17","28","19","85","3","5","2","2","9","3","2","4","17","35","18","31","19","17","10","18","6","26","6","1","6","0","3","2","2","1","4"
"g12","V","1106","514","288","47","9","1","1","2","0","6","0","160","272","242","26","4","15","2","13","2","6","2","4","0","4","0","9","0","1","1","46","7","55","1","0","0","0","0","2","2","3","1","5","2","2","0","0","9","20","16","27","25","30","0","13","22","17","21","31","57","0","3","5","5","4","4","8","0","1","2","1","5","2","7","0","17","12","22","20","14","17","0","5","10","10","9","15","9","0","2","5","2","2","1","2","0","1","1","2","1","0","0","53","20","42","9","34","13","19","6","92","16","3","3","2","2","2","1","0","18","50","14","24","9","21","3","8","10","21","4","2","5","1","1","0","2","0","4"
"g12","V","1107","498","316","27","6","0","1","3","0","6","0","139","250","248","24","1","12","3","12","4","5","0","2","0","0","0","4","0","0","0","22","2","52","1","2","0","0","0","5","0","4","0","1","3","4","0","0","17","15","18","20","31","33","0","23","19","23","26","32","59","0","0","3","2","4","3","4","0","0","2","2","1","2","4","0","10","18","14","13","15","19","0","11","7","12","8","8","4","0","3","1","3","4","0","0","0","2","0","1","2","0","0","59","18","40","15","32","15","12","15","110","6","3","3","1","2","0","1","1","10","44","13","13","7","26","4","6","6","20","6","3","3","2","1","1","0","0","0"
"g12","V","1108","687","461","29","14","1","0","2","0","9","0","171","352","335","46","2","19","5","16","0","3","0","5","0","1","0","3","0","1","0","38","2","60","0","4","0","1","0","5","1","6","1","6","1","3","0","0","28","29","36","52","41","37","0","12","31","28","46","52","69","0","2","1","1","1","6","4","0","3","0","1","2","1","7","0","17","14","17","18","22","12","0","13","6","16","8","16","12","0","4","1","3","4","1","1","0","2","1","2","2","4","1","80","39","62","25","37","22","35","13","148","3","7","1","1","3","1","0","2","11","53","10","21","14","24","8","13","5","23","7","4","3","2","2","0","6","1","1"
"g12","V","1109","560","339","41","9","3","1","1","0","8","0","158","297","263","34","4","17","2","5","1","0","0","0","1","2","0","3","0","0","0","52","3","72","2","2","0","3","1","13","6","4","1","6","0","2","1","0","15","23","33","37","29","40","0","19","26","19","28","27","43","0","3","0","8","4","3","5","0","3","5","1","2","2","5","0","7","16","14","16","15","15","0","9","13","11","20","9","13","0","4","4","3","1","0","2","0","1","0","4","1","1","1","73","19","39","15","41","9","21","9","113","10","5","2","1","4","1","3","1","14","36","17","32","6","14","10","15","8","20","8","4","2","0","3","1","1","0","3"
"g12","V","1111","588","322","43","14","3","2","1","0","7","0","196","318","270","67","13","24","3","11","0","5","3","4","1","6","0","1","0","0","0","50","6","94","3","0","0","1","0","4","5","10","2","8","7","5","1","0","11","26","24","26","29","34","0","18","22","17","19","45","51","0","0","4","3","3","5","11","0","1","2","3","1","4","6","0","10","27","12","18","30","29","0","8","11","12","13","15","11","0","3","4","1","3","2","3","0","3","1","5","0","2","0","58","38","33","17","31","14","22","21","88","2","5","5","4","8","0","4","2","13","44","20","22","21","21","6","11","19","32","9","4","3","3","4","0","0","1","3"
"g12","V","1112","477","262","13","6","2","3","1","0","5","0","185","252","225","51","1","21","1","5","1","4","0","2","0","0","0","0","0","0","0","47","3","93","1","1","0","1","0","8","1","6","1","13","2","5","0","0","14","19","16","23","28","31","0","12","23","19","17","30","30","0","0","1","1","0","3","0","0","0","1","1","1","0","5","0","16","15","18","26","12","21","0","13","13","9","15","13","14","0","0","4","2","1","1","0","0","1","0","3","3","2","0","45","21","44","20","27","7","16","6","76","3","2","1","0","1","1","2","0","3","45","14","21","17","21","13","12","16","26","3","2","2","1","6","0","1","0","2"
"g12","V","1113","461","227","45","3","2","0","1","0","9","0","174","236","225","69","13","25","2","6","0","1","1","2","0","2","0","2","0","0","0","46","6","75","2","4","0","0","0","4","0","5","0","15","2","9","1","0","5","19","12","18","16","32","0","20","15","16","16","23","35","0","0","0","2","7","6","6","0","1","2","0","6","4","11","0","7","17","11","20","24","22","0","7","14","15","11","11","15","0","2","3","3","2","1","1","0","2","0","0","1","0","0","57","17","27","20","19","10","15","12","50","4","7","2","0","8","2","3","0","19","35","26","22","14","19","3","17","9","29","7","0","2","1","1","0","1","1","2"
"g12","V","1114","599","346","56","15","2","2","5","0","7","0","166","294","305","131","15","44","5","8","0","1","1","0","0","1","0","1","0","0","0","42","7","47","1","3","0","0","0","14","0","4","2","39","9","14","3","0","14","35","20","29","30","28","0","13","27","30","28","34","58","0","3","1","2","4","7","14","0","0","1","4","6","4","10","0","8","16","20","20","11","18","0","6","11","11","13","17","15","0","1","0","6","2","3","2","0","1","5","4","4","2","1","86","32","51","16","32","22","28","19","60","5","5","5","4","9","4","1","1","22","36","13","19","11","24","6","19","12","26","10","1","8","4","3","3","1","0","1"
"g12","V","1115","562","347","31","11","4","1","2","0","7","0","159","271","291","33","2","14","4","4","1","0","0","3","1","2","0","2","0","0","1","63","10","83","2","3","0","1","0","4","1","5","0","4","0","2","1","0","23","25","21","29","31","33","0","24","23","24","25","35","54","0","0","2","1","3","4","4","0","3","3","4","3","3","1","0","10","20","12","12","15","11","0","15","14","14","15","12","9","0","0","3","4","3","2","3","0","5","1","0","2","1","1","89","35","42","17","35","16","18","9","86","5","3","4","2","3","2","2","1","9","55","12","21","12","14","5","9","9","22","8","8","1","1","1","0","1","0","5"
"g12","V","1116","591","392","41","4","1","3","1","0","7","0","142","311","280","41","2","19","3","6","1","0","0","1","0","1","0","2","0","2","0","44","16","54","0","4","0","1","0","10","0","1","0","9","4","6","0","0","21","31","37","34","25","47","0","22","16","20","45","34","60","0","0","2","4","5","4","4","0","2","3","2","5","5","5","0","14","17","10","14","16","15","0","17","11","12","8","5","3","0","4","2","1","1","3","0","0","1","0","1","1","1","1","83","39","43","21","30","16","30","10","120","7","2","4","4","3","3","1","1","16","47","15","24","15","11","6","5","1","18","6","0","2","1","1","2","2","0","2"
"g12","V","1117","553","377","33","12","5","2","1","0","5","0","118","271","282","64","8","20","3","8","0","0","1","0","0","0","0","1","0","0","0","37","4","46","2","0","0","0","0","7","0","4","2","5","0","0","0","0","15","24","20","30","29","47","0","21","27","29","42","41","52","0","1","2","5","4","4","3","0","3","2","2","0","4","3","0","7","16","13","9","15","11","0","9","7","6","5","10","10","0","2","1","6","5","2","0","0","2","5","0","0","1","1","81","32","45","19","32","18","29","14","107","6","6","4","4","1","2","2","0","8","23","15","13","16","16","11","5","6","13","5","3","5","1","4","1","2","0","4"
