"g10","V","1101","493","298","40","6","0","3","2","0","5","0","139","270","223","94","9","31","6","9","2","1","1","0","0","3","0","2","0","0","0","26","4","41","0","1","0","0","0","1","0","3","0","21","3","3","0","0","8","26","28","24","33","35","0","7","19","22","26","28","42","0","2","1","4","7","3","2","0","1","2","2","2","5","9","0","7","16","18","12","15","21","0","3","10","9","13","5","10","0","0","0","4","0","4","0","0","0","1","2","2","2","1","35","48","26","36","15","18","11","23","86","4","9","1","5","4","3","3","2","9","18","17","16","34","6","10","4","11","23","4","2","0","0","2","1","2","0","5"
"g10","V","1102","591","374","47","10","1","3","2","0","6","0","148","305","286","112","11","33","4","13","0","1","3","0","0","5","0","0","0","0","1","27","3","36","2","3","0","1","0","3","0","1","0","7","5","4","1","0","2","17","28","48","39","45","0","6","31","31","27","46","54","0","1","1","2","3","8","10","0","1","0","3","3","4","11","0","3","18","19","16","10","21","0","2","14","12","13","8","12","0","2","6","3","3","0","0","0","1","2","0","3","2","0","30","55","20","61","24","27","16","22","119","7","6","3","3","1","4","3","3","17","24","27","17","20","8","16","6","6","24","6","5","1","2","1","5","1","0","1"
"g10","V","1103","469","272","28","5","3","1","2","0","7","0","151","243","226","93","14","34","2","1","3","2","0","4","0","3","0","0","0","2","0","31","0","71","3","3","2","0","1","0","0","2","1","14","0","2","0","0","5","9","19","34","24","28","0","10","20","27","28","39","29","0","1","3","0","2","5","7","0","0","1","2","2","3","2","0","3","17","12","24","26","13","0","2","12","9","12","12","9","0","0","2","5","1","2","1","0","1","1","2","1","1","1","28","39","26","44","18","18","12","17","70","5","4","0","6","2","0","0","2","9","16","25","14","24","11","14","16","10","21","5","1","3","4","0","1","1","0","3"
"g10","V","1104","576","358","52","9","2","1","1","0","9","0","144","305","271","105","11","24","5","13","0","1","2","5","0","6","0","2","0","0","0","27","8","50","3","4","0","2","0","3","0","0","1","12","3","8","0","0","5","21","32","37","40","36","0","7","14","26","46","41","53","0","2","2","4","7","3","13","0","0","0","0","2","5","14","0","11","11","15","20","16","14","0","6","8","13","11","10","9","0","1","2","2","5","5","1","0","1","0","3","2","0","0","34","55","22","41","15","28","31","26","106","5","2","2","3","3","6","6","3","22","22","29","8","23","12","13","9","4","24","3","4","2","4","1","3","1","2","2"
"g10","V","1105","486","275","39","8","2","0","4","0","12","0","146","255","231","98","13","35","4","9","0","0","1","2","0","2","0","0","0","0","0","32","5","37","1","3","0","1","0","2","1","7","3","22","3","10","0","0","8","25","19","31","25","24","0","6","17","27","29","22","42","0","1","0","1","3","10","12","0","0","0","2","1","3","6","0","2","19","5","16","21","17","0","10","9","12","12","9","14","0","0","3","5","3","2","3","0","1","4","3","0","2","0","39","46","15","33","16","28","17","21","60","4","3","3","8","2","1","2","2","14","19","37","17","15","8","17","7","9","17","2","7","2","4","3","3","1","2","2"
"g10","V","1106","528","318","42","6","6","1","1","0","9","0","145","264","264","83","13","24","5","30","2","6","0","0","0","1","0","1","0","0","0","31","5","52","3","0","0","0","0","2","0","1","0","18","4","11","1","0","6","15","25","25","21","49","0","5","19","15","22","37","79","0","0","2","6","4","5","12","0","0","0","1","3","1","8","0","4","15","10","18","25","14","0","5","10","9","9","12","14","0","3","1","0","2","2","0","0","2","2","2","4","3","2","53","59","31","36","16","18","9","20","76","8","3","4","5","1","3","2","7","9","22","28","14","25","6","19","6","5","20","3","3","1","4","5","2","0","2","3"
"g10","V","1107","557","351","33","15","3","1","1","0","9","0","144","277","280","150","14","34","11","9","1","2","0","0","0","1","0","2","0","0","0","28","2","46","3","3","0","0","0","1","0","1","0","19","4","15","2","0","7","13","33","40","36","39","0","15","15","24","41","39","49","0","2","3","0","1","6","6","0","0","0","2","0","6","7","0","4","13","13","13","13","13","0","10","14","12","19","14","6","0","3","3","6","8","2","0","0","0","3","1","3","0","0","47","60","22","54","17","33","15","31","72","4","4","5","3","2","2","0","5","8","21","28","19","21","6","12","8","9","20","4","7","2","6","1","2","2","2","3"
"g10","V","1108","471","305","34","9","0","0","4","0","4","0","115","250","221","100","12","26","9","10","2","3","0","1","0","0","0","3","0","0","0","38","4","30","2","1","0","0","0","9","0","8","0","19","3","6","1","0","8","25","24","28","36","34","0","8","22","15","28","37","40","0","0","1","3","7","5","6","0","0","0","1","3","3","5","0","6","13","12","15","11","6","0","3","8","6","19","7","9","0","0","2","2","4","1","1","0","0","1","1","2","2","1","43","41","15","38","23","26","16","35","68","5","2","2","4","0","1","1","3","16","17","20","11","22","9","7","3","15","11","2","2","2","2","1","2","0","2","4"
"g10","V","1109","505","297","31","2","1","4","0","0","13","0","157","266","239","98","6","28","4","8","0","3","4","0","0","0","0","0","0","0","0","30","9","60","3","0","0","0","0","1","2","7","0","6","1","4","0","0","7","7","29","44","33","33","0","1","9","22","31","34","47","0","0","2","3","3","6","5","0","1","0","4","1","1","5","0","3","14","15","22","18","9","0","7","11","15","14","17","12","0","0","3","3","4","2","1","0","0","0","3","4","0","0","30","35","20","39","13","32","21","17","90","6","2","1","3","1","5","2","3","8","17","28","17","40","10","8","9","12","16","6","2","1","3","2","2","0","2","2"
"g10","V","1111","353","181","28","2","0","1","0","0","4","0","137","199","154","26","5","8","0","5","1","2","0","0","0","1","0","1","0","0","0","18","4","64","1","2","0","0","0","3","1","6","0","5","0","3","0","0","9","12","14","14","17","25","0","10","7","14","6","27","26","0","0","1","0","2","7","5","0","1","0","2","2","2","6","0","9","14","14","18","16","19","0","5","11","8","8","8","7","0","1","1","0","0","1","0","0","0","0","1","2","0","1","19","34","9","22","6","17","14","9","51","5","3","0","0","1","4","2","3","10","26","23","7","18","13","11","10","16","13","1","2","1","0","0","1","0","2","0"
