"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g12","V","200100","655","489","35","4","1","28","2","0","10","0","86","315","340","5","0","4","3","86","0","10","2","1","0","1","0","11","0","0","0","13","0","5","0","5","0","4","0","1","0","2","0","3","0","0","0","0","15","20","22","38","39","95","0","13","22","22","48","52","103","0","0","0","0","0","7","8","0","0","1","0","1","7","11","0","2","3","9","9","9","13","0","1","6","7","9","7","11","0","1","6","8","2","5","4","0","0","7","2","4","4","2","71","50","79","36","43","21","17","16","156","2","3","4","2","0","0","2","2","20","10","12","15","11","9","6","2","1","20","28","6","3","0","2","0","2","1","3"
"g12","V","200200","611","446","38","8","5","11","6","0","12","0","85","297","314","9","1","3","1","45","4","8","5","3","1","0","0","5","1","1","0","14","2","7","2","4","0","3","0","2","1","2","0","0","0","0","0","0","10","12","16","32","46","80","0","11","10","21","43","73","92","0","2","1","1","2","6","13","0","0","0","3","1","1","8","0","2","4","11","9","17","8","0","0","4","4","6","10","10","0","5","4","4","3","5","4","0","0","6","4","2","2","3","59","45","55","24","28","19","16","22","178","3","2","1","2","0","3","3","3","21","4","11","12","5","20","7","6","3","17","19","7","4","0","0","1","0","4","7"
"g12","V","200300","483","348","23","1","1","23","0","0","7","0","80","231","252","14","1","4","0","46","0","5","5","1","0","0","0","3","0","2","0","15","3","5","0","5","0","1","1","0","0","1","0","1","0","0","1","0","8","11","11","25","32","62","0","7","10","31","32","34","85","0","0","1","1","1","2","5","0","0","0","0","1","5","7","0","1","7","17","7","9","13","0","0","3","4","7","5","7","0","2","5","2","1","4","4","0","1","6","1","2","1","3","67","31","35","35","30","6","17","4","123","3","1","4","1","1","0","1","0","12","12","9","16","9","11","5","5","2","11","22","1","1","1","0","3","2","0","2"
"g12","V","200600","571","408","35","5","1","25","1","0","11","0","85","301","270","3","0","3","0","52","6","9","5","6","0","0","1","6","0","2","1","10","0","3","1","0","0","2","0","1","0","0","1","3","0","0","0","0","11","28","21","35","34","65","0","11","11","29","30","50","83","0","3","2","3","2","3","12","0","0","0","0","2","0","8","0","4","5","10","10","13","8","0","0","6","4","9","11","5","0","7","7","4","2","6","6","0","0","2","4","1","4","0","66","50","62","33","45","16","18","12","106","7","1","5","1","3","1","1","1","15","12","11","16","6","16","5","1","2","16","23","6","2","0","3","1","1","2","5"
"g12","V","200700","547","399","23","4","1","20","1","0","17","0","82","270","277","14","0","1","1","41","7","11","1","3","0","1","0","3","0","0","0","5","0","7","1","6","0","2","0","1","0","0","0","3","0","0","0","0","13","14","18","31","45","63","0","9","19","25","28","56","78","0","0","0","2","2","4","6","0","0","2","0","0","3","4","0","2","7","6","6","9","18","0","1","4","5","4","10","10","0","4","6","2","4","5","3","0","2","8","2","1","5","1","71","51","55","30","16","11","12","13","140","3","0","6","1","1","2","0","1","9","6","11","16","12","12","5","3","1","16","26","3","4","1","3","1","3","0","2"
"g12","V","200800","520","371","29","2","0","25","3","0","15","0","75","248","272","10","2","1","4","67","0","9","4","0","0","0","0","3","0","2","0","6","1","2","1","0","0","1","0","0","0","0","0","1","1","1","0","0","6","13","20","27","38","59","0","8","15","34","41","40","70","0","0","0","1","3","1","11","0","0","1","0","1","2","9","0","0","8","4","9","11","12","0","2","1","5","8","8","7","0","4","6","5","6","1","3","0","0","3","7","2","5","3","68","36","50","27","38","14","15","18","105","0","3","5","1","5","0","0","0","15","8","11","18","4","6","2","3","6","17","24","4","3","1","2","1","1","1","8"
"g12","V","201000","523","385","35","3","0","19","1","0","9","0","71","258","265","18","2","3","2","48","4","9","4","1","1","2","0","9","0","0","0","19","2","3","1","4","0","0","0","0","0","0","0","1","1","0","0","0","7","10","22","43","37","62","0","11","9","21","45","34","84","0","0","1","0","4","6","9","0","0","0","0","1","4","10","0","2","6","4","7","12","7","0","1","1","7","7","8","9","0","2","3","3","6","2","3","0","1","2","4","4","0","2","62","47","48","27","27","14","23","17","120","5","3","4","3","2","1","3","2","12","5","11","13","10","11","3","4","8","6","16","8","0","1","2","4","1","0","0"
"g12","V","201100","564","423","27","8","0","19","1","0","10","0","76","281","283","7","1","3","1","56","2","5","6","0","0","2","0","3","0","2","1","8","3","4","0","4","0","1","0","0","0","0","0","3","0","2","0","0","9","20","35","23","21","89","0","9","12","33","26","50","96","0","0","1","3","5","2","6","0","0","0","1","2","2","5","0","1","8","8","10","8","11","0","1","5","7","5","8","4","0","3","1","2","4","8","3","0","3","2","2","4","4","2","55","43","56","42","36","19","15","8","149","1","2","3","1","4","0","1","1","14","7","8","15","7","8","1","9","2","19","20","6","3","2","3","0","1","0","3"
"g12","V","201300","503","365","16","5","2","34","1","0","13","0","67","246","257","12","0","0","2","50","1","10","6","0","0","0","0","5","0","1","0","8","3","3","2","1","0","1","0","0","0","0","0","0","0","0","0","0","11","14","17","40","42","40","0","16","22","29","35","52","47","0","1","1","2","1","1","3","0","0","1","1","1","1","3","0","2","6","8","10","3","8","0","1","10","5","5","4","5","0","9","12","5","2","4","4","0","5","5","6","0","2","1","75","43","61","21","26","15","12","12","100","1","5","1","1","2","2","1","0","3","15","10","21","1","6","2","3","2","7","36","5","5","1","2","0","4","1","1"
"g12","V","201400","673","492","41","1","1","34","2","0","12","0","90","329","344","25","2","6","1","48","1","9","6","1","0","1","0","2","0","1","0","23","2","7","3","4","0","1","4","1","0","0","0","0","0","0","0","0","15","30","22","31","44","78","0","33","37","29","27","63","83","0","5","0","3","2","4","12","0","0","0","0","0","3","12","0","1","15","10","7","8","14","0","2","10","6","3","3","11","0","6","8","6","2","3","3","0","5","8","3","1","1","4","125","59","55","37","31","14","24","7","140","6","6","7","2","0","1","1","2","16","20","14","14","10","8","1","1","7","15","31","6","1","1","4","1","0","1","5"
