"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"p14","V","200100","286","228","18","1","0","7","2","0","2","0","28","137","149","3","0","2","2","40","1","2","0","0","0","0","0","5","0","0","0","3","0","0","0","2","0","2","0","1","0","1","0","1","0","0","0","0","5","3","6","9","25","59","0","3","5","2","22","20","69","0","0","0","1","0","2","7","0","0","0","0","0","3","5","0","0","0","2","4","3","6","0","0","1","1","6","1","4","0","0","1","3","0","0","1","0","0","1","2","2","2","0","9","19","27","25","15","12","7","8","106","1","1","0","2","2","0","2","1","9","4","2","2","3","5","3","1","0","8","5","5","1","0","0","0","0","0","1"
"p14","V","200200","289","226","22","2","3","3","1","0","4","0","28","140","149","2","1","0","0","23","2","4","3","3","1","0","0","4","1","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","3","9","23","58","0","1","1","7","9","39","69","0","0","0","0","1","4","10","0","0","0","1","1","0","5","0","0","1","1","0","7","8","0","0","0","1","1","3","6","0","1","1","0","0","3","3","0","0","0","2","0","1","2","14","13","21","17","7","8","9","8","129","0","0","1","2","0","1","1","2","15","4","0","5","1","3","3","1","2","9","5","3","2","0","0","0","0","0","3"
"p14","V","200300","216","166","12","1","1","5","0","0","2","0","29","106","110","8","0","0","0","19","0","3","0","0","0","0","0","1","0","1","0","6","0","1","0","3","0","1","1","0","0","0","0","1","0","0","0","0","4","2","1","8","16","44","0","1","0","5","11","15","59","0","0","0","0","1","0","4","0","0","0","1","1","2","3","0","2","1","6","4","2","6","0","1","0","0","2","2","3","0","1","2","0","1","0","1","0","0","0","1","0","1","2","15","15","8","21","10","11","5","4","77","2","0","1","2","1","0","1","0","5","2","8","4","2","2","2","1","2","6","2","4","0","1","0","0","0","1","1"
"p14","V","200600","252","189","20","2","0","4","1","0","7","0","29","125","127","2","0","2","0","33","1","1","1","2","0","0","0","3","0","1","0","5","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","9","8","16","51","0","2","2","8","12","20","55","0","0","0","2","0","1","9","0","0","0","0","1","0","7","0","1","1","1","4","3","3","0","1","1","2","4","5","3","0","0","0","1","0","5","4","0","0","0","0","1","3","0","22","16","19","15","13","13","11","12","68","2","1","1","1","0","2","0","0","13","4","5","3","1","3","6","1","0","6","2","2","3","0","1","2","0","1","3"
"p14","V","200700","247","192","11","2","1","6","1","0","7","0","27","117","130","3","0","0","1","23","2","1","2","0","0","0","0","0","0","0","0","5","0","1","0","3","0","0","0","0","0","0","0","2","0","0","0","0","4","1","0","7","25","49","0","2","4","3","10","25","62","0","0","0","0","0","2","4","0","0","0","0","0","1","4","0","1","0","0","1","2","12","0","0","0","0","2","5","4","0","0","0","1","2","5","1","0","1","0","0","0","5","2","12","14","15","14","13","6","11","6","101","3","0","0","1","0","0","0","0","7","0","2","4","2","9","0","3","0","7","7","4","1","2","1","2","0","0","0"
"p14","V","200800","234","172","17","0","0","3","2","0","9","0","31","115","119","2","1","1","0","39","0","4","3","0","0","0","0","0","0","2","0","3","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","2","2","2","9","20","45","0","1","3","4","10","23","51","0","0","0","0","1","0","8","0","0","0","1","0","2","5","0","0","1","2","2","7","7","0","1","1","0","1","5","4","0","1","0","1","1","1","3","0","0","0","0","1","3","3","21","15","10","14","14","8","9","8","73","0","1","1","1","2","1","0","0","11","2","4","7","2","2","1","0","3","10","4","2","1","1","1","1","0","1","3"
"p14","V","201000","223","172","14","1","0","7","0","0","5","0","24","111","112","8","0","0","1","24","3","7","2","0","1","0","0","6","0","0","0","3","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","2","3","1","15","18","48","0","1","3","1","13","18","49","0","0","0","0","0","2","3","0","0","0","0","1","3","5","0","0","0","1","1","5","4","0","1","0","0","1","6","5","0","0","1","0","1","2","4","0","0","1","1","2","0","1","14","13","14","14","13","11","6","7","80","2","1","1","1","1","0","0","0","8","4","1","4","2","1","2","1","1","8","3","5","2","0","0","0","3","0","0"
"p14","V","201100","264","213","11","3","0","5","1","0","5","0","26","131","133","3","0","0","0","39","1","4","2","0","0","2","0","0","0","1","1","3","2","1","0","4","0","0","0","0","0","0","0","2","0","1","0","0","3","6","6","12","11","62","0","1","1","8","9","24","70","0","0","1","0","1","0","3","0","0","0","1","1","0","4","0","1","0","3","5","2","6","0","0","1","2","3","2","1","0","1","1","0","2","3","2","0","1","1","1","0","2","0","11","17","13","25","20","10","7","10","100","1","0","1","1","1","0","0","0","7","1","1","6","4","2","0","0","2","10","4","5","1","2","0","2","0","0","0"
"p14","V","201300","184","151","9","0","2","4","0","0","2","0","16","92","92","3","0","0","0","25","0","3","0","0","0","0","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","2","3","16","16","32","0","1","4","5","7","24","37","0","0","0","1","1","0","4","0","0","0","0","1","1","1","0","0","1","1","2","2","4","0","0","2","1","1","0","2","0","0","0","1","1","1","0","0","1","1","2","0","0","1","8","14","15","19","9","9","9","3","65","1","0","1","0","1","3","1","1","1","1","3","2","1","1","1","0","4","3","3","3","0","0","0","0","0","1","1"
"p14","V","201400","278","221","17","1","0","2","0","0","6","0","31","128","150","11","0","2","0","29","2","1","2","0","0","1","0","1","0","0","0","4","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","7","5","11","19","53","0","3","4","13","8","33","64","0","0","0","0","1","1","7","0","0","0","0","0","0","8","0","1","3","2","2","5","5","0","0","1","3","1","0","8","0","0","1","1","1","0","2","0","0","1","1","0","0","2","25","18","21","17","19","14","9","8","90","1","0","5","1","1","0","1","0","8","7","3","6","4","4","1","0","0","6","1","2","1","0","0","2","0","1","2"
