"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"p16","V","1113","337","170","30","3","4","0","1","0","4","0","125","183","154","42","7","16","4","3","0","3","0","1","0","0","0","1","0","0","0","39","3","58","2","3","0","0","0","2","0","4","0","9","1","5","1","0","9","17","10","18","10","22","0","9","14","6","17","8","30","0","0","0","0","0","5","8","0","0","0","1","2","4","10","0","3","13","5","15","19","21","0","5","5","8","9","7","15","0","1","1","1","0","4","1","0","0","2","1","1","0","0","47","11","25","12","9","11","9","3","43","4","3","2","2","1","0","5","1","12","25","15","12","10","13","10","10","6","24","1","4","2","2","0","0","0","0","3"
"p16","V","1114","439","282","30","6","1","0","2","0","0","0","118","216","223","94","8","38","2","8","0","3","0","0","0","0","0","0","0","0","0","36","3","33","2","3","0","0","0","9","0","3","0","24","3","7","1","1","11","28","22","19","23","27","0","15","22","19","24","29","42","0","0","1","0","1","6","7","0","0","1","0","3","2","9","0","6","10","12","12","8","16","0","4","9","4","11","12","14","0","1","1","1","0","1","2","0","0","2","0","1","0","0","85","35","26","22","15","10","13","18","58","5","1","1","0","2","3","5","2","11","29","13","6","12","6","6","9","7","30","3","1","0","1","2","2","0","0","0"
"p16","V","1115","407","261","15","1","1","0","1","0","4","0","124","206","201","39","3","11","1","6","0","0","0","4","1","2","0","1","0","0","0","41","2","62","0","3","0","1","0","5","0","3","0","3","0","4","0","0","21","25","17","17","29","22","0","25","25","11","15","19","35","0","0","3","1","0","2","1","0","1","1","1","1","3","1","0","1","13","13","10","7","19","0","11","12","9","8","8","13","0","0","2","1","1","0","1","0","0","0","0","0","1","1","88","31","16","15","15","10","12","12","62","5","1","0","1","2","1","1","0","4","33","16","23","6","8","6","9","1","22","2","0","2","1","0","0","1","0","1"
"p16","V","1116","368","265","21","2","0","2","1","0","2","0","75","187","181","30","2","5","1","5","0","0","0","2","0","1","0","1","0","0","0","27","11","38","0","5","0","0","0","1","0","2","0","6","1","2","0","0","12","21","21","20","17","31","0","17","18","16","17","28","47","0","0","0","3","3","3","4","0","0","1","0","0","4","3","0","6","11","4","6","9","12","0","3","6","6","4","6","2","0","0","0","1","1","1","1","0","1","0","0","0","0","2","60","24","20","21","14","14","17","9","86","2","0","1","0","5","1","4","1","7","21","5","12","8","9","5","5","4","6","1","0","0","1","1","0","1","0","3"
"p16","V","1117","392","277","15","7","2","1","0","0","2","0","88","183","209","58","1","10","2","4","0","0","1","0","0","0","0","1","0","0","0","34","5","41","0","1","0","1","0","11","0","3","1","4","0","0","0","0","14","20","17","14","21","31","0","24","21","25","21","33","36","0","0","1","3","2","3","2","0","0","1","0","1","1","1","0","4","7","9","3","12","14","0","5","11","4","2","7","10","0","0","1","0","3","1","1","0","1","2","1","0","0","2","72","31","24","17","15","16","18","12","72","5","2","1","1","0","2","1","0","3","16","9","7","8","4","12","10","4","18","1","2","1","1","2","0","3","1","1"
"p16","V","1118","493","314","9","2","2","3","1","0","7","0","155","267","226","64","2","15","1","9","0","3","2","3","1","1","1","2","1","0","0","30","1","68","1","0","0","0","0","5","1","2","0","11","0","8","0","0","18","35","25","29","26","30","0","12","25","20","24","26","44","0","0","3","0","0","0","1","0","0","0","0","3","0","2","0","10","13","19","8","20","22","0","10","8","12","11","12","10","0","2","0","1","2","0","3","0","1","2","0","1","2","1","86","25","24","24","13","14","22","8","98","3","0","1","0","1","0","1","0","3","31","22","21","8","10","15","18","5","25","4","3","0","1","1","1","0","0","5"
"p16","V","1119","354","241","15","1","1","0","1","0","2","0","93","183","171","52","6","16","0","11","0","0","0","0","0","0","0","1","0","0","0","15","0","38","0","0","0","0","0","2","1","2","0","7","0","7","0","0","9","18","18","20","22","26","0","18","22","12","17","23","36","0","0","0","2","1","2","1","0","0","0","0","2","3","4","0","5","10","8","10","17","13","0","3","4","3","8","6","6","0","1","0","0","0","0","0","0","1","0","2","0","1","0","60","22","22","16","18","13","16","3","71","6","0","2","0","1","1","1","0","4","15","13","7","8","6","7","10","9","18","3","1","0","0","0","1","0","0","0"
"p16","V","1121","333","203","24","1","3","0","2","0","0","0","100","175","158","59","1","22","2","3","1","2","0","0","0","2","0","1","3","0","0","35","8","48","0","1","0","0","0","6","1","0","0","11","1","4","0","0","7","22","12","13","23","24","0","11","21","9","16","23","22","0","0","2","3","3","1","3","0","0","1","0","1","3","7","0","3","13","6","10","16","10","0","4","9","10","9","3","7","0","0","1","1","1","0","1","0","0","0","0","0","1","1","55","17","15","17","10","12","18","9","50","5","1","1","3","0","2","2","0","10","17","11","10","10","9","16","8","5","14","0","2","0","0","2","1","0","0","1"
"p16","V","1122","294","163","21","6","1","0","0","0","2","0","101","143","151","40","2","16","1","6","0","1","0","0","1","0","0","2","0","1","0","21","4","47","2","1","0","0","0","4","0","4","0","15","2","4","0","0","9","14","7","12","14","19","0","10","11","15","10","18","24","0","0","1","4","1","2","3","0","0","0","2","1","2","5","0","6","9","14","4","5","14","0","6","14","4","11","5","9","0","0","0","0","1","3","1","0","0","0","1","0","3","0","38","21","12","4","17","6","7","6","52","2","1","1","3","2","0","1","0","11","29","13","7","7","7","6","7","5","20","4","0","2","1","0","0","0","0","2"
"p16","V","1123","379","261","13","3","1","0","0","0","1","0","100","197","182","50","3","14","2","0","0","2","0","0","0","0","0","1","0","1","0","31","4","45","0","1","0","0","0","5","0","5","0","10","1","4","0","0","22","22","15","14","14","30","0","23","28","11","18","27","37","0","0","1","3","1","2","3","0","1","1","0","0","0","1","0","13","14","3","10","13","13","0","7","6","4","5","7","5","0","1","1","1","0","0","1","0","0","0","0","1","0","0","90","17","17","16","13","8","11","5","84","6","1","2","0","0","2","0","1","1","30","16","9","8","5","6","3","6","17","2","0","0","1","1","0","0","0","1"
"p16","V","1124","348","220","22","3","2","1","2","0","0","0","98","172","176","54","4","9","1","2","2","1","0","1","0","1","0","1","0","0","0","20","2","48","1","0","1","0","0","0","1","4","0","11","6","2","0","0","11","16","19","13","15","20","0","21","16","10","17","26","36","0","0","1","1","2","1","5","0","0","1","1","1","2","7","0","7","9","10","12","8","18","0","7","11","5","2","3","6","0","0","0","2","0","1","1","0","1","0","0","0","2","1","63","20","15","11","13","13","10","8","67","4","1","2","1","0","2","2","1","9","39","11","14","5","7","7","3","5","7","1","1","1","1","0","1","1","0","2"
"p16","V","1125","398","257","20","2","2","0","0","0","3","0","114","219","179","87","9","33","2","6","0","1","0","1","0","0","0","5","0","0","0","29","3","41","1","4","0","0","0","3","1","0","0","29","4","11","0","0","19","24","13","11","31","31","0","15","14","13","15","32","39","0","0","1","2","3","0","5","0","0","2","1","2","1","3","0","5","20","11","15","11","12","0","5","8","5","4","5","13","0","0","1","1","2","1","0","0","0","0","1","1","0","0","69","23","14","14","18","18","13","12","76","6","1","0","3","0","1","0","2","7","29","20","16","10","7","2","11","6","13","2","0","2","0","0","0","2","0","1"
"p16","V","1126","422","280","16","12","0","2","1","0","0","0","111","211","211","115","9","26","7","5","0","1","0","1","0","3","0","1","0","0","0","23","0","48","3","1","0","0","0","4","0","6","1","39","1","8","0","0","14","25","12","27","27","35","0","14","18","15","27","28","38","0","0","0","1","1","1","3","0","0","0","0","1","1","8","0","10","10","6","8","9","15","0","5","7","13","7","11","10","0","1","1","1","2","1","1","0","0","0","3","0","0","5","64","25","26","20","16","19","17","14","79","0","2","0","2","1","1","0","0","10","33","10","10","9","12","7","9","4","17","2","3","0","3","1","2","0","1","3"
"p16","V","1127","427","276","43","5","5","2","0","0","0","0","96","205","222","70","17","20","4","6","0","1","0","0","0","1","0","0","0","0","0","37","4","46","4","0","0","0","0","5","1","4","1","24","3","4","0","0","17","27","12","14","23","39","0","13","25","24","14","26","42","0","2","1","0","1","5","12","0","0","1","3","1","3","14","0","2","13","8","6","12","8","0","3","8","5","8","7","16","0","0","0","0","0","2","1","0","0","2","1","2","2","2","84","27","22","22","12","10","19","11","69","7","9","3","2","3","3","0","1","15","23","6","10","6","7","10","10","5","19","5","0","3","0","0","1","1","0","2"
"p16","V","1128","380","220","26","8","1","0","2","0","2","0","121","212","168","75","8","19","2","6","0","1","0","2","0","3","0","2","0","1","1","31","3","45","4","1","0","0","0","6","2","4","0","13","6","13","2","0","14","18","20","13","22","26","0","11","17","12","15","16","36","0","2","1","2","1","6","3","0","0","1","0","1","2","7","0","6","15","6","10","20","17","0","2","9","8","5","13","10","0","1","3","0","0","4","2","0","0","0","1","0","1","1","73","17","15","16","8","15","9","9","58","5","0","0","7","0","3","2","0","9","25","10","17","15","11","11","4","8","20","3","0","0","1","2","1","0","3","3"
"p16","V","1129","404","254","23","4","1","2","0","0","2","0","118","205","199","91","10","32","2","3","0","2","0","1","0","1","0","0","0","0","0","40","0","47","4","1","0","0","0","3","2","4","0","32","1","13","0","0","12","16","17","20","24","31","0","11","19","20","17","29","38","0","0","2","2","0","2","4","0","0","0","2","0","2","9","0","9","11","14","7","10","19","0","2","9","7","3","12","15","0","0","1","2","1","1","0","0","0","2","0","1","1","0","61","25","24","18","18","9","15","8","76","3","1","4","0","0","1","2","1","11","25","12","18","17","6","6","6","3","25","3","2","1","0","0","0","2","0","1"
"p16","V","1131","384","229","33","4","2","2","0","0","0","0","114","207","177","85","8","19","2","2","0","0","0","0","0","3","0","2","1","1","0","47","8","57","1","0","0","0","0","1","1","5","1","23","4","8","2","0","4","22","14","21","15","39","0","18","20","9","8","16","43","0","1","0","2","5","3","7","0","1","0","1","3","1","9","0","8","15","7","5","16","17","0","4","8","8","6","6","14","0","2","2","0","0","1","1","0","0","0","1","0","1","0","60","17","19","12","15","15","21","8","62","11","3","1","0","3","0","3","1","11","24","13","7","9","10","6","9","6","30","1","3","0","1","0","0","1","0","2"
"p16","V","1132","470","278","38","3","1","2","4","0","2","0","142","255","215","86","9","27","2","10","0","8","0","2","0","1","0","1","0","0","0","45","4","49","2","1","0","1","0","7","0","6","0","16","12","3","0","0","12","18","18","25","19","42","0","13","19","19","17","34","42","0","0","0","1","1","7","13","0","0","0","1","1","1","13","0","7","17","8","15","18","29","0","5","12","3","9","11","8","0","1","0","0","1","0","3","0","1","1","0","0","1","4","55","18","27","24","25","14","13","18","84","7","2","1","4","0","4","1","3","16","27","16","12","15","10","16","16","4","26","5","0","0","0","1","0","1","1","4"
"p16","V","1133","402","270","26","4","1","1","2","0","0","0","98","196","206","67","9","19","3","5","0","4","0","0","0","0","0","3","0","0","0","19","4","27","0","1","1","2","0","5","0","6","0","24","2","13","0","0","10","23","12","21","26","38","0","12","12","15","26","27","48","0","0","1","0","4","1","6","0","0","1","0","3","2","8","0","4","4","6","10","15","10","0","5","10","5","5","10","14","0","0","1","0","2","1","1","0","0","0","0","1","2","0","57","19","15","19","9","14","21","11","105","2","2","1","5","0","1","1","1","13","14","14","11","11","8","4","3","5","28","3","0","0","1","0","1","1","0","2"
"p16","V","1134","356","219","24","1","2","1","0","0","1","0","108","177","179","76","3","22","0","4","0","0","1","2","0","3","0","0","0","1","0","33","3","50","2","0","0","0","0","4","1","2","0","5","1","3","0","0","16","10","9","10","23","24","0","7","19","20","22","21","38","0","0","4","3","3","4","4","0","0","0","0","0","2","4","0","5","10","3","18","12","14","0","7","10","7","3","8","11","0","0","0","1","2","0","2","0","0","0","0","0","0","0","49","20","15","16","10","12","15","10","72","2","0","1","6","2","1","3","1","8","18","11","19","9","8","5","7","8","23","0","0","0","1","0","1","0","0","3"
"p16","V","1135","267","160","22","6","0","1","0","0","0","0","78","131","136","42","4","14","0","6","0","1","0","0","0","1","0","2","0","0","0","26","0","37","0","1","1","0","0","2","0","1","1","5","3","2","0","0","3","16","9","17","16","19","0","6","6","12","10","15","31","0","1","2","1","1","1","4","0","0","0","1","0","4","7","0","2","6","4","4","13","9","0","4","8","6","8","8","6","0","0","0","0","0","0","3","0","0","1","0","1","0","2","30","10","10","10","12","11","20","8","49","4","0","1","0","1","1","1","2","12","20","4","3","3","7","7","15","6","13","3","1","1","0","0","1","0","1","0"
"p16","V","1136","391","253","40","3","0","2","0","0","4","0","89","200","191","70","10","16","2","7","2","1","1","2","0","0","0","4","0","0","0","43","3","40","2","0","0","0","0","4","3","3","0","11","0","6","0","0","11","15","18","16","33","28","0","5","18","14","24","29","42","0","2","3","0","2","8","6","0","1","1","1","2","5","9","0","3","11","7","6","19","8","0","4","2","6","6","7","10","0","0","0","1","0","1","2","0","0","1","1","1","1","1","63","22","17","17","7","18","15","12","82","8","2","7","1","3","0","3","1","15","12","10","12","6","5","9","10","7","18","3","0","1","0","1","0","0","2","2"
"p16","V","1141","518","327","28","4","2","3","3","0","3","0","148","269","249","110","14","28","3","6","2","4","0","4","0","2","0","0","0","0","1","43","1","56","0","4","0","4","1","1","0","2","1","18","1","7","0","0","13","33","20","25","26","36","0","8","35","29","32","31","39","0","2","2","1","3","2","6","0","0","0","1","4","3","4","0","10","14","14","12","18","23","0","2","14","7","8","12","14","0","0","1","3","2","1","2","0","0","2","0","1","0","3","86","27","34","22","19","29","21","12","77","10","2","1","3","2","1","4","0","5","29","14","16","8","9","13","13","12","34","5","1","2","0","1","1","1","0","4"
"p16","V","1142","370","228","20","4","0","1","0","0","6","0","111","192","178","68","5","15","2","9","1","5","1","0","0","1","0","1","0","1","0","31","3","44","3","0","0","0","0","4","1","4","0","11","0","10","1","0","9","20","19","22","14","29","0","14","16","21","13","14","37","0","0","1","1","4","2","6","0","0","0","0","1","1","4","0","4","13","2","9","9","21","0","3","7","9","11","9","14","0","0","0","2","2","1","2","0","0","0","0","2","1","1","65","17","23","13","15","14","15","6","60","4","3","0","2","0","2","0","0","9","19","10","12","6","14","3","15","8","24","1","0","1","0","1","1","2","2","3"
"p16","V","1143","505","329","16","3","1","2","2","0","4","0","148","244","261","147","5","33","7","10","1","2","0","0","0","1","0","1","0","0","0","29","4","44","1","0","0","0","0","3","0","5","0","11","1","12","0","0","8","27","11","28","38","38","0","13","43","20","21","27","55","0","1","0","0","2","1","4","0","0","1","1","0","1","5","0","6","24","10","14","13","12","0","7","15","9","15","11","12","0","0","2","3","2","0","0","0","1","2","1","0","0","1","86","27","30","32","21","13","21","9","90","6","0","3","1","0","0","0","0","6","46","26","9","10","11","13","11","5","17","4","2","0","0","2","1","1","0","2"
"p16","V","1144","450","294","27","7","1","1","2","0","4","0","114","232","218","96","4","35","3","7","0","4","0","1","0","0","0","1","0","0","0","33","7","29","3","1","1","1","0","3","0","6","0","14","2","2","0","0","12","26","19","20","25","42","0","16","25","18","24","19","48","0","0","1","0","2","6","5","0","0","0","1","0","6","6","0","6","14","10","15","10","12","0","3","14","3","10","7","10","0","1","1","1","1","3","0","0","0","2","1","2","1","2","69","26","24","15","18","13","21","15","93","3","1","1","2","2","1","1","1","15","28","22","12","4","9","10","12","1","16","2","3","2","0","2","0","2","0","4"
"p16","V","1145","507","342","23","0","3","3","0","0","9","0","127","253","254","80","6","28","2","17","1","0","1","0","0","0","0","2","0","0","0","29","3","28","1","2","0","1","0","4","0","6","1","10","0","4","1","0","9","24","18","34","29","44","0","5","28","16","25","38","72","0","0","3","4","3","4","2","0","0","1","0","2","0","4","0","9","16","10","13","13","9","0","3","12","14","9","9","10","0","1","1","2","2","1","2","0","0","0","2","1","3","0","65","25","31","20","20","15","25","11","130","8","2","1","2","1","1","1","0","7","29","15","14","8","10","9","13","6","23","4","1","4","0","0","0","1","1","4"
"p16","V","1146","484","289","31","10","1","1","3","0","6","0","143","256","228","87","18","40","4","7","0","1","1","1","0","0","0","1","0","0","0","36","5","37","2","2","0","1","1","5","0","6","0","28","3","8","1","0","14","18","22","23","28","30","0","8","33","19","24","25","45","0","1","0","2","1","3","8","0","1","1","2","3","3","6","0","6","25","18","18","11","15","0","8","8","3","9","15","7","0","0","2","7","1","1","2","0","0","1","2","1","2","2","76","27","18","20","24","17","21","9","77","3","3","2","0","1","1","4","0","17","36","27","12","8","14","8","14","4","20","4","1","2","4","1","3","1","1","4"
"p16","V","1147","464","301","26","4","4","1","0","0","9","0","119","237","227","107","7","35","5","7","0","3","0","2","0","1","0","4","0","0","0","16","2","35","2","3","0","0","0","3","0","0","0","6","2","4","0","0","16","24","14","28","36","21","0","15","21","19","34","28","45","0","0","0","1","2","7","7","0","0","0","0","1","3","5","0","3","14","16","13","16","9","0","10","6","3","6","8","15","0","0","2","2","2","3","1","0","1","1","1","1","3","1","90","21","17","23","17","11","23","8","91","2","3","1","1","1","3","1","4","10","26","12","12","10","10","5","13","6","25","4","3","0","1","0","2","3","0","5"
"p16","V","1148","440","260","35","3","4","1","2","0","5","0","130","215","225","91","11","28","8","9","1","1","2","1","0","0","0","1","0","0","0","37","7","63","1","0","0","0","0","3","0","5","0","3","0","1","0","0","9","18","10","27","18","25","0","12","25","19","22","31","44","0","2","0","3","3","1","11","0","0","1","1","1","3","9","0","4","9","12","17","18","19","0","5","5","3","12","10","16","0","2","3","0","1","2","1","0","1","1","0","2","2","0","59","23","17","21","18","13","15","11","83","4","4","5","3","0","0","1","2","16","29","9","19","10","3","9","10","12","29","2","3","0","0","2","1","2","0","5"
"p16","V","1149","457","309","22","8","3","2","2","0","7","0","104","210","247","95","4","26","10","6","2","1","0","0","0","0","0","3","2","0","0","31","2","25","0","0","0","0","0","7","1","8","0","12","3","5","0","0","10","26","15","23","22","34","0","30","19","23","28","30","49","0","0","1","1","1","1","4","0","0","0","0","2","4","8","0","5","12","13","12","9","12","0","3","7","4","11","8","8","0","0","0","1","3","3","2","0","0","2","3","3","3","2","70","19","28","28","26","17","16","12","93","2","2","2","1","2","1","0","0","12","21","11","11","9","8","11","4","2","27","4","4","4","2","1","1","0","0","6"
"p16","V","1152","429","265","29","4","1","0","0","0","3","0","127","204","225","106","13","33","2","8","0","1","0","2","0","1","0","1","0","0","0","28","5","52","0","2","0","0","0","6","1","3","1","17","4","3","0","0","14","17","15","14","20","32","0","18","15","15","26","29","50","0","1","1","1","1","6","9","0","0","3","0","1","1","5","0","5","11","10","9","11","24","0","2","9","16","9","10","11","0","0","0","1","0","1","1","0","0","1","1","1","0","2","64","30","28","20","16","15","19","7","66","5","1","3","4","3","0","3","0","10","31","14","13","8","6","15","10","6","24","1","0","0","3","1","1","0","1","1"
"p16","V","1153","445","269","41","6","2","2","0","0","1","0","124","212","233","86","12","31","0","9","0","0","0","3","0","0","0","1","0","0","0","40","8","40","3","3","0","0","0","7","1","8","0","9","3","13","0","0","9","22","12","14","25","25","0","24","26","11","28","33","40","0","1","3","2","3","7","9","0","1","2","1","1","4","7","0","5","16","6","17","16","14","0","3","8","11","9","8","11","0","0","2","0","3","0","1","0","2","0","0","0","3","0","72","12","22","17","13","20","15","8","90","6","3","1","8","1","2","2","4","14","27","12","15","11","8","7","7","8","29","3","4","0","1","0","0","1","0","2"
"p16","V","7001","351","242","9","1","0","0","1","0","6","0","92","191","160","57","2","11","1","20","0","6","0","3","0","0","0","2","0","1","1","16","2","18","0","3","0","1","0","3","0","1","0","1","0","2","0","0","3","26","35","32","18","12","0","5","25","36","25","15","10","0","0","0","1","3","0","1","0","0","0","0","2","0","2","0","2","10","17","13","3","12","0","1","12","11","3","5","3","0","0","0","1","1","0","1","0","0","2","0","1","1","1","77","27","31","22","9","16","13","5","42","2","0","0","1","2","0","1","0","3","16","14","16","15","5","4","5","4","13","2","0","0","2","0","0","0","0","4"
