record #,timestamp,county code,zip,Registered,Primary,Ballot,Biden defeats Trump,Bloomberg defeats Trump,Buttigieg defeats Trump,Gabbard defeats Trump,Klobuchar defeats Trump,Sanders defeats Trump,Steyer defeats Trump,Warren defeats Trump,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,Ranked choice voting,LDPV,Gender,Age ,<50 / 50+,Race ,Party Affiliation,Ideology,2016 vote,Education,Income,Martial status,Child < 18,Religion,Evangelical,Union HH,Military HH,LGBTQ HH,Urbanicity,Region,weight
390100XXXX,2/25/2020 23:52,17111,60014,1,6,1,20,20,5,0,0,30,0,0,,,,,,,,,2,1,59,2,3,1,3,1,1,2,2,2,2,2,1,2,2,2,2,0.824341641
591000XXXX,2/25/2020 22:07,17113,61704,2,,,,,,,,,,,,,,,,,,,2,2,35,1,3,4,4,4,2,1,1,2,4,2,2,2,2,2,2,0.606840063
317100XXXX,2/25/2020 22:15,17115,62521,1,6,1,0,50,0,0,0,20,0,0,,,,,,,,,2,1,70,2,3,3,2,1,1,1,3,1,2,2,2,2,2,2,2,0.83055425
286100XXXX,2/25/2020 22:14,17117,62033,1,6,2,75,80,0,0,0,0,0,0,2,1,9,,,,,5,1,1,63,2,3,2,3,2,2,2,2,3,1,1,1,2,2,1,2,0.824341641
711000XXXX,2/25/2020 22:08,17119,62040,1,6,2,20,75,0,0,0,5,0,0,1,2,9,,,,,4,1,1,68,2,3,3,2,3,3,2,3,2,1,1,2,2,2,2,2,0.83055425
146210XXXX,2/26/2020 11:30,17119,62002,3,,,,,,,,,,,,,,,,,,,2,1,27,1,5,1,2,1,2,2,1,1,1,1,2,2,1,1,2,0.911982404
224110XXXX,2/26/2020 14:18,17133,62298,1,6,1,10,5,20,25,5,20,5,15,,,,,,,,,2,1,65,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,0.235726904
362100XXXX,2/25/2020 22:15,17133,62298,1,6,1,0,20,30,0,0,20,0,0,,,,,,,,,2,2,44,1,3,1,2,1,1,2,2,1,4,2,2,2,2,3,2,0.606840063
178100XXXX,2/25/2020 22:13,17137,62650,1,6,2,50,35,75,20,35,60,20,80,3,8,6,1,5,7,4,2,1,2,32,1,3,2,4,2,3,3,2,1,1,2,2,2,2,2,2,0.625603358
375100XXXX,2/25/2020 22:15,17137,62650,1,3,,50,50,0,0,0,0,0,0,,,,,,,,,2,2,47,1,3,2,3,2,1,1,2,2,3,2,2,2,2,1,2,0.606840063
145100XXXX,2/25/2020 22:44,17137,62650,1,6,1,70,60,40,80,80,40,60,60,,,,,,,,,2,1,29,1,3,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1.16527008
791100XXXX,2/25/2020 22:19,17143,61614,1,6,2,25,40,75,0,50,35,25,40,3,5,8,1,2,7,6,3,1,2,45,1,3,3,3,2,3,3,2,1,1,2,2,2,2,1,2,0.606840063
521000XXXX,2/25/2020 22:07,17155,61560,1,5,2,50,50,40,0,30,60,30,30,9,,,,,,,,1,2,71,2,3,2,3,2,3,3,2,2,3,1,1,1,2,3,2,0.998607052
654100XXXX,2/25/2020 22:17,17163,62223,1,5,2,30,40,20,20,10,30,50,50,1,5,8,4,6,2,9,2,1,2,28,1,3,1,4,4,2,2,2,1,2,1,2,1,2,3,2,0.625603358
181810XXXX,2/26/2020 11:34,17163,62269,1,6,1,25,50,20,10,10,75,0,10,,,,,,,,,2,1,55,2,3,1,2,2,3,3,1,2,2,2,2,2,2,2,2,0.824341641
660100XXXX,2/25/2020 22:17,17165,62946,2,,,,,,,,,,,,,,,,,,,2,2,34,1,3,4,6,4,1,1,3,1,4,2,2,2,2,3,2,0.625603358
186810XXXX,2/26/2020 11:32,17167,62703,1,6,1,10,50,40,0,0,10,0,0,,,,,,,,,2,1,63,2,3,1,3,1,3,2,3,2,4,2,2,2,2,1,2,0.824341641
214410XXXX,2/26/2020 12:41,17167,62629,1,6,1,20,0,0,0,0,10,0,0,,,,,,,,,2,1,64,2,3,3,3,1,3,3,2,2,2,2,2,2,2,2,2,0.824341641
220100XXXX,2/25/2020 22:53,17179,61550,1,3,,50,50,25,20,25,60,25,25,,,,,,,,,2,1,43,1,3,3,6,4,3,3,2,1,3,3,2,2,2,2,2,0.633420996
259100XXXX,2/25/2020 22:59,17179,61610,1,6,3,0,2,0,0,0,5,0,3,,,,,,,,,2,1,37,1,3,1,3,1,3,1,3,2,1,1,2,2,2,2,2,0.633420996
541100XXXX,2/26/2020 11:43,17183,60942,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,51,2,1,1,2,1,3,3,2,1,1,1,2,2,2,3,2,0.258393038
579100XXXX,2/25/2020 22:18,17183,61883,2,,,,,,,,,,,,,,,,,,,2,1,33,1,3,3,3,1,1,2,3,1,1,1,1,1,2,3,2,1.16527008
175110XXXX,2/26/2020 11:33,17187,61462,1,6,1,55,1,0,0,0,45,0,0,,,,,,,,,2,2,58,2,3,1,3,1,1,1,2,1,3,3,2,2,2,3,2,0.847513457
651000XXXX,2/25/2020 22:07,17197,60585,1,6,2,70,40,60,50,30,75,30,70,6,1,8,9,,,,2,1,2,75,2,4,2,3,2,3,3,2,2,1,3,2,2,2,2,2,0.694245789
802100XXXX,2/25/2020 22:19,17197,60446,1,6,1,10,30,10,5,5,8,5,5,,,,,,,,,2,2,60,2,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,0.847513457
129510XXXX,2/26/2020 11:29,17197,60448,1,6,3,25,60,40,10,20,50,10,10,,,,,,,,,2,2,60,2,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,0.847513457
481000XXXX,2/25/2020 22:29,17197,60446,1,6,2,30,10,10,5,20,10,5,10,8,5,6,2,3,4,7,1,1,1,29,1,3,2,2,2,3,2,2,1,2,1,2,2,2,2,2,1.16527008
512100XXXX,2/26/2020 11:39,17197,60586,1,7,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,46,1,3,1,2,1,1,2,2,2,4,2,2,2,2,2,2,0.633420996
591100XXXX,2/25/2020 22:18,17199,62948,1,5,2,100,80,90,50,90,90,90,70,6,1,8,3,5,7,2,2,1,1,57,2,3,2,5,3,3,3,2,1,2,2,2,1,1,2,2,0.824341641
721000XXXX,2/25/2020 22:08,17201,61104,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,59,2,3,1,1,1,2,1,3,2,4,1,2,2,2,2,2,0.847513457
135610XXXX,2/26/2020 11:30,17201,61108,1,4,,50,20,20,0,5,60,80,20,,,,,,,,,2,2,53,2,3,2,5,4,1,1,1,2,2,2,1,2,1,2,2,0.847513457
332100XXXX,2/25/2020 23:09,17201,61109,1,5,1,40,40,10,0,15,75,0,30,,,,,,,,,2,1,46,1,3,1,3,1,2,2,2,1,3,2,1,2,2,2,2,0.633420996
978100XXXX,2/25/2020 22:21,18003,46774,1,6,2,85,60,50,80,75,95,65,90,6,9,,,,,,2,1,2,21,1,3,2,5,2,1,1,1,2,4,2,2,2,1,2,2,0.625603358
124010XXXX,2/25/2020 22:37,18003,46819,1,5,2,50,20,50,5,30,55,5,45,3,1,6,8,2,5,7,2,1,2,69,2,3,1,3,2,3,2,2,2,2,1,2,2,2,2,2,0.998607052
198710XXXX,2/26/2020 11:32,18003,46804,1,6,1,0,0,0,0,0,50,0,0,,,,,,,,,2,2,34,1,3,1,3,1,3,3,2,1,2,2,2,2,2,2,2,0.625603358
385100XXXX,2/25/2020 22:15,18003,46807,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,29,1,3,3,2,1,1,1,1,1,3,1,2,1,2,1,2,1.16527008
178110XXXX,2/26/2020 11:32,18007,47970,1,6,2,0,0,0,0,0,100,0,0,6,1,3,9,,,,5,1,2,33,1,3,2,5,4,1,2,2,1,4,2,1,2,2,3,2,0.625603358
160100XXXX,2/25/2020 22:12,18019,47111,1,3,,75,40,50,20,25,75,20,40,,,,,,,,,2,2,51,2,3,2,3,2,1,2,2,2,4,2,2,2,2,3,2,0.847513457
651100XXXX,2/25/2020 22:17,18031,47240,1,6,1,30,30,10,20,10,40,0,0,,,,,,,,,2,2,55,2,3,1,3,1,2,1,2,2,1,1,2,2,2,3,2,0.847513457
194410XXXX,2/26/2020 11:32,18033,46706,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,57,2,3,1,1,1,1,1,3,2,1,1,2,2,2,2,2,0.847513457
316100XXXX,2/25/2020 22:15,18035,47302,2,,,,,,,,,,,,,,,,,,,2,1,30,1,3,1,3,4,1,2,1,1,4,2,2,2,2,1,2,1.16527008
144710XXXX,2/26/2020 11:30,18035,47305,1,6,2,80,0,25,25,25,75,0,25,6,1,9,,,,,2,1,1,44,1,3,3,3,2,1,1,1,2,4,2,2,2,2,1,2,0.633420996
831100XXXX,2/25/2020 22:19,18039,46550,1,6,2,65,55,90,50,50,95,50,60,6,3,1,8,7,5,4,5,1,2,38,1,3,2,5,3,2,1,3,1,4,2,2,2,2,3,2,0.606840063
911100XXXX,2/25/2020 22:20,18039,46550,1,6,2,75,65,70,50,50,100,65,75,6,3,1,8,2,7,4,5,1,2,38,1,3,2,5,3,2,1,3,1,4,2,2,2,2,3,2,0.606840063
994100XXXX,2/25/2020 22:21,18039,46514,1,6,2,20,20,0,0,20,20,0,20,9,,,,,,,,1,2,66,2,2,2,5,2,1,1,1,3,4,2,2,2,1,1,2,2.335515637
958100XXXX,2/25/2020 22:21,18043,47150,1,5,2,10,20,20,0,10,20,10,10,8,1,5,9,,,,1,1,2,46,1,3,2,2,2,2,1,1,2,3,1,2,2,2,3,2,0.606840063
210710XXXX,2/26/2020 12:40,18043,47119,1,6,1,0,10,0,0,5,15,0,5,,,,,,,,,2,1,71,2,6,1,2,1,3,3,2,2,1,1,2,1,2,2,2,0.33718133
659100XXXX,2/25/2020 22:17,18057,46074,1,5,2,35,35,15,5,10,35,0,0,4,3,2,5,1,7,6,4,1,1,39,1,3,3,3,3,3,3,2,1,1,2,2,2,2,2,2,0.633420996
132100XXXX,2/25/2020 22:11,18059,46140,1,6,5,,,,,,,,,,,,,,,,,2,2,42,1,3,1,3,1,2,3,2,1,3,2,2,2,2,3,2,0.606840063
107610XXXX,2/25/2020 22:20,18059,46140,2,,,,,,,,,,,,,,,,,,,2,2,24,1,3,1,1,4,2,1,1,1,4,2,2,2,2,3,2,0.625603358
158810XXXX,2/26/2020 11:31,18063,46123,1,6,2,75,75,50,30,40,40,60,30,1,2,6,9,,,,2,1,2,37,1,3,2,4,2,3,2,2,1,1,2,2,2,2,2,2,0.606840063
221100XXXX,2/25/2020 22:53,18065,47362,1,6,2,60,55,65,40,40,60,35,50,3,2,1,5,8,6,7,3,1,1,44,1,3,2,4,2,3,3,2,1,4,2,2,2,2,2,2,0.633420996
