record #,timestamp,county code,zip,Registered,Primary,Ballot,Biden defeats Trump,Bloomberg defeats Trump,Buttigieg defeats Trump,Gabbard defeats Trump,Klobuchar defeats Trump,Sanders defeats Trump,Steyer defeats Trump,Warren defeats Trump,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,Ranked choice voting,LDPV,Gender,Age ,<50 / 50+,Race ,Party Affiliation,Ideology,2016 vote,Education,Income,Martial status,Child < 18,Religion,Evangelical,Union HH,Military HH,LGBTQ HH,Urbanicity,Region,weight
136410XXXX,2/26/2020 11:30,34005,8065,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,31,1,3,1,1,1,2,1,1,2,2,3,2,2,2,1,1,1.176570157
258100XXXX,2/25/2020 22:14,34007,8002,1,6,2,75,0,0,0,0,100,0,0,6,1,8,5,2,4,3,3,1,2,31,1,3,2,5,1,1,2,1,2,4,3,1,2,2,2,1,0.764635286
126100XXXX,2/25/2020 22:11,34007,8035,2,,,,,,,,,,,,,,,,,,,2,1,48,1,3,2,4,2,3,2,3,2,2,1,2,2,2,2,1,0.736103707
160210XXXX,2/26/2020 11:30,34007,8081,1,3,,24,54,23,24,42,54,35,45,,,,,,,,,2,1,38,1,3,1,3,4,1,3,2,1,1,1,2,2,2,2,1,0.736103707
371000XXXX,2/25/2020 22:27,34007,8081,1,1,,34,45,87,76,76,45,34,50,,,,,,,,,2,1,38,1,3,1,3,4,1,2,2,1,1,1,2,2,2,2,1,0.736103707
495100XXXX,2/26/2020 11:39,34011,8360,1,1,,100,100,100,100,100,100,100,100,,,,,,,,,2,1,21,1,1,3,3,4,1,1,1,2,4,2,2,2,2,2,1,0.863343069
373100XXXX,2/25/2020 22:15,34011,8302,2,,,,,,,,,,,,,,,,,,,2,2,99,2,6,4,6,5,2,3,3,3,2,1,2,2,2,2,1,1.065254432
581000XXXX,2/25/2020 22:07,34013,7003,1,2,,0,40,0,0,0,30,0,0,,,,,,,,,2,2,64,2,1,1,1,1,3,1,3,2,1,1,2,2,2,2,1,0.876608714
179910XXXX,2/26/2020 11:33,34013,7105,1,6,2,100,100,100,100,25,100,100,100,6,8,1,5,3,7,2,2,1,2,22,1,1,2,6,2,2,1,1,2,2,2,2,1,2,1,1,0.519329079
945100XXXX,2/25/2020 22:21,34013,7006,1,3,,0,0,0,0,0,0,100,0,,,,,,,,,2,1,50,2,4,2,3,3,2,2,2,2,2,2,2,2,2,2,1,0.862214458
129100XXXX,2/25/2020 22:10,34013,7104,2,,,,,,,,,,,,,,,,,,,2,2,36,1,4,3,3,4,3,2,1,2,1,1,2,2,2,2,1,1.323676131
290100XXXX,2/25/2020 22:14,34013,7112,2,,,,,,,,,,,,,,,,,,,2,2,24,1,2,2,4,2,2,1,1,2,1,2,2,2,2,1,1,0.537741555
540100XXXX,2/25/2020 22:19,34013,7111,1,4,,25,50,5,45,20,100,10,20,,,,,,,,,2,2,25,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,0.537741555
143310XXXX,2/26/2020 11:30,34013,7108,1,6,2,70,70,69,50,50,80,50,90,6,8,3,2,1,5,7,1,1,2,27,1,2,2,5,2,2,1,1,2,1,1,1,2,2,1,1,0.537741555
169310XXXX,2/26/2020 11:33,34013,7042,1,3,,0,25,0,0,0,25,0,0,,,,,,,,,2,2,23,1,3,4,4,2,3,3,1,2,4,3,2,2,2,2,1,0.764635286
147010XXXX,2/26/2020 11:30,34013,7106,1,6,2,100,50,100,50,100,100,100,100,6,1,8,5,7,3,4,2,1,1,38,1,2,2,5,2,1,2,2,1,3,1,2,2,2,1,1,0.96786489
286100XXXX,2/25/2020 23:01,34013,7114,1,6,2,75,100,0,0,0,100,50,0,6,2,1,7,8,9,,2,1,1,52,2,2,2,3,2,3,2,2,1,3,2,2,1,2,1,1,1.014544597
156610XXXX,2/26/2020 11:31,34015,8028,1,6,2,100,100,100,100,100,100,100,100,6,2,8,5,3,7,4,2,1,2,34,1,3,2,3,2,3,1,1,1,1,2,2,2,2,2,1,0.764635286
200710XXXX,2/26/2020 11:32,34015,8080,1,6,1,5,5,0,0,0,6,0,5,,,,,,,,,2,2,64,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,0.780269285
199710XXXX,2/26/2020 11:31,34015,8085,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,41,1,3,1,3,1,3,3,2,1,3,2,2,2,2,2,1,0.736103707
321100XXXX,2/25/2020 23:07,34015,8093,1,6,2,50,10,25,0,5,75,0,10,1,6,8,3,2,5,9,3,1,1,59,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,1,0.931934826
993100XXXX,2/25/2020 22:21,34017,7029,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,45,1,1,1,3,1,1,2,2,1,2,2,2,2,2,1,1,0.608158568
130010XXXX,2/26/2020 11:29,34017,7087,1,6,2,5,40,5,10,10,5,10,5,2,1,3,6,9,,,1,1,2,45,1,1,2,3,2,2,2,3,1,3,1,2,2,2,1,1,0.608158568
168010XXXX,2/26/2020 11:33,34017,7047,1,4,,0,0,0,0,0,90,0,10,,,,,,,,,2,2,22,1,1,2,6,3,2,1,1,2,2,2,2,2,2,1,1,0.519329079
132610XXXX,2/26/2020 11:29,34017,7029,1,5,2,60,70,50,50,20,20,40,60,2,1,6,8,4,5,7,2,1,2,33,1,4,2,3,2,3,2,2,1,4,2,2,2,2,2,1,0.743382294
330100XXXX,2/25/2020 22:15,34019,8829,1,4,,75,50,50,50,50,75,50,50,,,,,,,,,2,2,21,1,3,2,4,4,1,1,1,2,4,3,2,2,2,2,1,0.764635286
910000XXXX,2/25/2020 22:22,34021,8619,2,,,,,,,,,,,,,,,,,,,2,1,28,1,1,3,3,4,2,2,2,1,4,2,2,2,2,1,1,0.863343069
418100XXXX,2/25/2020 22:16,34021,8691,1,7,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,32,1,3,1,3,1,1,1,3,1,2,2,2,2,2,3,1,0.764635286
452100XXXX,2/25/2020 22:16,34021,8628,1,6,2,70,50,50,20,40,90,0,60,6,8,1,3,5,2,4,5,1,2,54,2,3,2,5,2,3,2,2,2,1,2,2,1,2,2,1,0.780269285
874100XXXX,2/25/2020 22:17,34021,8619,1,8,,,,,,,,,,,,,,,,,,2,2,18,1,6,4,6,4,1,1,2,1,4,3,2,2,2,2,1,0.743382294
569100XXXX,2/25/2020 22:18,34021,8648,1,5,2,30,10,0,40,20,30,30,20,4,1,6,5,3,8,7,1,1,1,23,1,4,2,4,3,2,2,1,2,4,2,2,2,2,2,1,0.696250476
709100XXXX,2/25/2020 22:16,34021,8610,1,5,1,15,50,60,65,30,75,35,50,,,,,,,,,2,1,25,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,0.555926665
122210XXXX,2/25/2020 22:27,34021,8520,1,2,,0,10,0,0,0,10,0,0,,,,,,,,,2,1,65,2,3,3,3,1,3,2,2,2,3,2,2,2,2,2,1,0.618763507
202410XXXX,2/26/2020 11:32,34021,8619,1,3,,0,85,0,0,9,0,0,9,,,,,,,,,2,1,81,2,3,1,3,1,1,1,2,2,2,2,2,2,2,2,1,0.618763507
218510XXXX,2/26/2020 12:42,34021,8690,2,,,,,,,,,,,,,,,,,,,2,1,21,1,3,3,3,4,2,3,1,2,2,2,1,2,2,2,1,1.176570157
349100XXXX,2/25/2020 22:15,34023,8872,1,6,2,5,5,15,1,20,50,5,50,8,6,5,9,,,,5,1,2,39,1,1,2,5,2,3,3,2,1,2,2,2,2,2,2,1,0.608158568
164910XXXX,2/26/2020 11:33,34023,8861,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,57,2,1,1,3,1,2,2,3,2,2,2,2,1,2,2,1,0.588388218
861000XXXX,2/25/2020 22:08,34023,8854,1,2,,0,100,0,0,0,0,0,0,,,,,,,,,2,2,70,2,3,2,5,4,2,2,2,2,3,2,2,2,2,2,1,0.800705631
951000XXXX,2/25/2020 22:09,34023,8820,1,1,,0,0,0,0,0,0,0,0,,,,,,,,,2,2,52,2,3,3,2,4,2,2,2,1,4,2,2,2,2,2,1,0.780269285
103710XXXX,2/25/2020 22:20,34023,8882,1,5,2,75,75,75,75,75,75,75,75,3,5,9,,,,,5,1,2,38,1,3,2,4,2,1,1,1,2,1,2,2,2,2,2,1,0.854303724
156310XXXX,2/26/2020 11:31,34023,7080,1,2,,25,40,0,0,0,0,0,0,,,,,,,,,2,1,55,2,3,1,2,1,3,3,3,2,2,2,2,2,2,2,1,0.931934826
186310XXXX,2/26/2020 11:32,34023,8882,1,6,3,15,50,25,0,0,50,10,35,,,,,,,,,2,1,56,2,3,3,3,3,3,3,2,1,2,2,2,2,2,2,1,0.931934826
170510XXXX,2/26/2020 11:33,34025,7721,1,4,,100,100,100,100,100,100,100,100,,,,,,,,,2,2,24,1,1,2,6,4,2,1,1,2,2,3,2,2,2,2,1,0.519329079
878100XXXX,2/25/2020 22:17,34025,7731,1,6,2,75,80,75,75,75,80,45,50,2,6,3,1,4,5,7,2,1,2,39,1,3,2,3,2,2,2,1,1,3,2,2,2,2,2,1,0.854303724
217410XXXX,2/26/2020 12:41,34025,7740,1,5,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,22,1,3,1,3,1,3,2,1,2,4,2,2,2,2,2,1,1.176570157
182100XXXX,2/25/2020 22:48,34025,7718,1,6,2,68,70,64,0,45,40,10,39,2,3,1,5,7,8,6,4,1,1,67,2,3,3,3,2,2,3,1,1,2,2,1,2,2,2,1,0.618763507
481100XXXX,2/26/2020 11:37,34025,7728,2,,,,,,,,,,,,,,,,,,,2,1,70,2,3,4,6,5,1,1,2,2,2,2,2,2,2,2,1,0.618763507
545100XXXX,2/26/2020 11:43,34025,7712,2,,,,,,,,,,,,,,,,,,,2,1,57,2,3,3,2,4,1,2,3,2,2,2,2,2,2,2,1,0.931934826
159100XXXX,2/25/2020 22:44,34027,7847,2,,,,,,,,,,,,,,,,,,,2,1,23,1,1,4,1,4,1,1,1,1,3,2,2,2,2,3,1,0.863343069
364100XXXX,2/25/2020 22:15,34029,8753,1,6,3,50,35,47,58,40,55,23,45,,,,,,,,,2,2,33,1,3,3,4,2,3,3,2,1,4,2,2,2,2,2,1,0.764635286
752100XXXX,2/25/2020 22:19,34031,7503,1,1,,90,75,65,20,85,85,60,80,,,,,,,,,2,2,44,1,1,2,3,2,2,1,1,1,1,1,2,2,2,1,1,0.608158568
300100XXXX,2/25/2020 22:14,34031,7503,1,6,2,100,60,80,70,70,70,90,70,1,7,5,6,8,2,3,2,1,2,19,1,5,2,4,4,2,1,1,2,3,2,2,2,2,1,1,0.743382294
110310XXXX,2/25/2020 22:23,34031,7014,1,6,2,50,50,20,0,0,50,10,10,2,1,3,9,,,,2,1,2,69,2,3,3,4,2,3,2,1,2,2,2,2,2,2,1,1,0.800705631
138110XXXX,2/26/2020 11:30,34031,7055,1,6,2,60,70,10,10,10,100,10,10,6,2,1,8,3,7,5,1,1,1,25,1,3,3,3,3,3,3,2,1,3,2,2,2,2,1,1,1.176570157
661000XXXX,2/25/2020 22:31,34031,7524,1,6,2,55,60,51,10,52,40,10,35,2,5,1,3,7,8,6,2,1,1,60,2,3,2,4,2,2,1,3,2,1,2,2,2,2,1,1,0.931934826
218310XXXX,2/26/2020 12:41,34033,8070,2,,,,,,,,,,,,,,,,,,,2,2,38,1,3,3,4,4,2,2,3,2,2,2,2,2,2,2,1,0.854303724
474100XXXX,2/26/2020 11:37,34033,8070,1,1,,5,30,45,15,2,65,2,10,,,,,,,,,2,1,50,2,3,3,4,4,2,1,1,2,4,2,2,1,2,3,1,0.931934826
195910XXXX,2/26/2020 11:32,34035,8873,1,8,,,,,,,,,,,,,,,,,,2,2,83,2,3,3,3,2,3,2,3,1,3,2,2,2,2,2,1,0.800705631
587100XXXX,2/26/2020 11:48,34035,8502,1,6,2,40,90,1,0,2,30,50,3,2,1,6,9,,,,4,1,1,67,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,1,0.618763507
163610XXXX,2/26/2020 11:33,34037,7419,1,5,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,33,1,3,3,2,1,1,1,1,2,4,2,2,2,2,3,1,0.764635286
327100XXXX,2/25/2020 22:15,34037,7874,1,6,2,70,0,10,0,0,0,0,10,6,8,3,7,1,5,2,5,1,1,40,1,3,2,4,2,3,3,2,2,4,2,2,2,1,2,1,0.736103707
511000XXXX,2/25/2020 22:29,34039,7083,1,4,,20,30,0,20,0,0,20,10,,,,,,,,,2,1,34,1,1,2,3,2,3,1,1,1,2,1,2,1,2,2,1,0.863343069
232100XXXX,2/25/2020 22:55,34039,7208,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,44,1,1,3,2,1,3,3,1,2,4,2,2,2,2,2,1,0.656329708
731000XXXX,2/25/2020 22:08,34039,7076,1,2,,40,50,0,0,0,0,0,10,,,,,,,,,2,2,68,2,3,3,3,3,2,3,3,2,2,2,2,2,2,2,1,0.800705631
441100XXXX,2/25/2020 22:16,34039,7205,1,4,,0,0,0,0,0,0,0,0,,,,,,,,,2,2,64,2,3,3,3,1,1,2,1,2,2,2,2,2,2,2,1,0.780269285
112710XXXX,2/25/2020 22:20,34039,7036,1,6,2,90,70,72,55,70,69,75,75,1,3,5,8,7,2,6,1,1,1,67,2,3,2,3,2,2,1,3,2,2,2,1,2,2,2,1,0.618763507
837100XXXX,2/25/2020 22:20,35001,87144,1,6,2,45,30,51,35,35,60,40,38,6,8,3,5,4,7,1,1,1,1,36,1,1,2,4,2,3,3,2,1,4,2,2,2,2,2,4,1.384077398
149210XXXX,2/26/2020 11:31,35001,87108,1,6,2,10,20,45,10,60,70,30,30,3,6,5,8,7,1,2,2,1,1,33,1,1,2,4,2,1,2,1,1,1,1,2,2,1,1,4,0.933212855
191410XXXX,2/26/2020 11:37,35001,87110,2,,,,,,,,,,,,,,,,,,,2,2,49,1,3,3,3,4,2,1,1,2,3,2,2,2,2,1,4,0.804052797
687100XXXX,2/25/2020 22:17,35001,87110,1,3,,85,80,5,10,10,10,10,65,,,,,,,,,2,1,33,1,3,3,3,4,2,2,2,2,3,2,2,2,2,1,4,1.148495507
138010XXXX,2/26/2020 11:30,35001,87121,1,6,2,70,50,80,55,75,75,80,100,5,8,6,2,1,3,7,1,1,1,30,1,3,2,3,1,3,3,2,2,2,2,2,2,2,1,4,1.148495507
324100XXXX,2/25/2020 22:15,35005,88201,2,,,,,,,,,,,,,,,,,,,2,2,20,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1.100950863
102710XXXX,2/25/2020 22:20,35013,88005,2,,,,,,,,,,,,,,,,,,,2,2,59,2,3,1,1,4,2,1,1,2,3,2,2,1,2,3,4,0.948053008
206010XXXX,2/26/2020 11:38,35013,88046,1,6,3,85,10,50,0,10,85,0,80,,,,,,,,,2,1,73,2,3,3,3,3,3,2,2,2,1,2,2,1,2,2,4,0.598775594
589100XXXX,2/25/2020 22:18,35035,88310,1,5,2,30,0,0,10,50,40,20,50,9,,,,,,,,1,2,40,1,3,2,6,4,2,1,3,1,4,3,2,2,2,2,4,0.804052797
184310XXXX,2/26/2020 11:34,35043,87124,1,4,,15,2,20,1,15,30,1,10,,,,,,,,,2,2,69,2,3,1,2,1,2,1,3,2,1,1,2,1,2,2,4,0.71232693
114710XXXX,2/25/2020 22:20,35045,87410,1,6,5,,,,,,,,,,,,,,,,,2,2,40,1,3,4,2,2,3,2,1,1,1,2,2,2,2,3,4,0.804052797
367100XXXX,2/25/2020 23:33,35045,87410,1,6,2,60,75,50,0,50,60,50,30,7,2,6,3,1,5,8,5,1,1,70,2,3,3,3,2,3,1,2,2,4,2,2,2,2,3,4,0.598775594
149110XXXX,2/26/2020 11:31,35047,87552,2,,,,,,,,,,,,,,,,,,,2,1,54,2,1,2,3,1,2,1,2,2,2,1,2,2,2,3,4,0.719340883
224010XXXX,2/26/2020 14:18,35049,87501,1,6,2,50,20,50,0,50,90,50,90,4,8,6,7,3,5,1,4,1,1,69,2,1,2,5,2,3,2,1,2,4,2,1,2,1,1,4,1.115120223
181410XXXX,2/26/2020 11:35,35049,87508,1,6,2,75,75,50,0,40,95,0,40,1,6,2,8,5,3,7,3,1,2,64,2,3,2,4,2,3,1,1,2,4,2,2,2,2,3,4,0.948053008
199910XXXX,2/26/2020 11:32,35053,87801,1,3,,20,40,60,0,25,80,0,60,,,,,,,,,2,1,65,2,3,3,3,1,1,1,2,2,1,2,2,2,2,3,4,0.598775594
451100XXXX,2/26/2020 11:35,36001,12206,1,6,1,20,25,5,5,5,10,0,10,,,,,,,,,2,1,40,1,1,1,2,1,3,2,2,1,2,2,2,2,2,1,1,0.656329708
105510XXXX,2/25/2020 22:20,36001,12189,1,2,,50,50,50,0,0,0,0,0,,,,,,,,,2,2,39,1,3,3,3,3,3,3,2,1,1,2,2,2,2,2,1,0.854303724
108510XXXX,2/25/2020 22:20,36001,12202,2,,,,,,,,,,,,,,,,,,,2,2,36,1,3,3,3,4,3,2,1,2,2,2,2,2,2,1,1,0.854303724
200810XXXX,2/26/2020 11:32,36001,12110,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,61,2,3,1,1,1,3,3,2,2,4,2,2,2,2,2,1,0.780269285
101510XXXX,2/25/2020 22:21,36001,12204,1,5,2,40,30,30,40,40,60,30,20,6,2,5,8,3,1,7,2,1,1,32,1,4,2,3,2,3,3,2,2,3,2,2,2,2,2,1,0.696250476
159010XXXX,2/26/2020 11:31,36001,12143,1,6,2,25,40,0,20,60,75,5,50,6,9,,,,,,1,1,1,19,1,4,2,4,4,2,3,1,2,4,2,1,2,2,2,1,0.696250476
109610XXXX,2/25/2020 22:23,36003,14727,1,6,2,40,50,20,0,20,50,0,60,9,,,,,,,,1,1,65,2,3,3,4,4,3,1,2,2,1,2,2,1,2,3,1,0.618763507
267100XXXX,2/25/2020 22:14,36005,10467,1,4,,20,30,0,0,0,20,20,20,,,,,,,,,2,2,36,1,1,3,4,2,3,2,1,1,2,1,2,2,2,1,1,0.608158568
467100XXXX,2/25/2020 22:16,36005,10463,1,6,2,20,20,10,10,10,20,5,5,2,6,7,9,,,,3,1,2,51,2,1,3,6,2,2,1,3,1,2,2,2,2,2,1,1,0.876608714
632100XXXX,2/25/2020 22:17,36005,10458,1,6,2,35,40,40,40,35,40,35,50,1,2,8,6,3,4,7,2,1,2,49,1,1,2,3,2,2,1,1,2,2,2,2,2,2,1,1,0.608158568
772100XXXX,2/25/2020 22:19,36005,10472,2,,,,,,,,,,,,,,,,,,,2,2,30,1,1,3,4,2,1,2,1,1,3,1,2,1,2,1,1,0.519329079
136510XXXX,2/26/2020 11:30,36005,10453,1,1,,0,59,10,25,5,60,20,0,,,,,,,,,2,2,23,1,1,1,1,1,1,3,1,2,2,1,2,2,2,2,1,0.519329079
221710XXXX,2/26/2020 13:42,36005,10463,2,,,,,,,,,,,,,,,,,,,2,1,36,1,1,2,6,5,2,1,1,2,4,2,2,2,2,1,1,0.656329708
511100XXXX,2/26/2020 11:40,36005,10468,1,6,2,30,95,0,10,0,90,0,20,2,6,1,8,9,,,1,1,1,41,1,1,2,4,2,1,2,2,1,2,1,1,2,2,1,1,0.656329708
768100XXXX,2/25/2020 22:19,36005,10467,1,4,,0,25,50,0,0,70,0,50,,,,,,,,,2,2,50,2,3,2,3,2,3,3,2,1,3,2,2,2,2,1,1,0.780269285
140610XXXX,2/26/2020 11:30,36005,10459,1,2,,10,20,10,10,10,10,20,10,,,,,,,,,2,2,24,1,2,1,4,2,2,1,3,2,3,3,2,1,2,1,1,0.537741555
147610XXXX,2/26/2020 11:30,36005,10454,1,1,,90,70,60,65,60,65,60,60,,,,,,,,,2,2,39,1,5,3,3,2,2,1,3,1,4,2,2,2,2,1,1,1.323676131
194910XXXX,2/26/2020 11:32,36005,10453,2,,,,,,,,,,,,,,,,,,,2,2,26,1,2,3,3,1,3,2,1,2,1,1,2,2,2,1,1,0.537741555
202510XXXX,2/26/2020 11:32,36005,10451,1,6,2,90,60,50,20,20,90,40,30,1,6,2,3,8,5,7,1,1,2,43,1,2,2,4,2,3,2,2,1,3,1,1,2,2,1,1,2.216395756
226100XXXX,2/25/2020 22:14,36005,10469,1,6,2,40,35,60,0,0,0,0,0,1,3,6,2,8,5,4,2,1,1,56,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,1,0.931934826
950100XXXX,2/25/2020 22:21,36005,10467,1,1,,56,40,38,23,25,67,35,40,,,,,,,,,2,1,26,1,4,1,1,3,2,1,2,2,2,1,2,1,2,2,1,0.696250476
992100XXXX,2/25/2020 22:21,36005,10454,1,6,2,40,100,10,10,20,35,20,15,2,9,,,,,,2,1,1,50,2,2,2,4,2,1,1,2,1,4,3,2,2,2,1,1,1.014544597
230100XXXX,2/25/2020 22:14,36007,13905,2,,,,,,,,,,,,,,,,,,,2,2,54,2,3,3,4,4,1,1,1,2,1,1,2,2,2,1,1,0.780269285
114310XXXX,2/25/2020 22:20,36009,14760,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,58,2,3,3,3,1,1,2,2,2,2,2,2,2,2,3,1,0.780269285
102310XXXX,2/25/2020 22:20,36011,13021,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,72,2,3,1,2,1,2,3,2,2,2,2,2,1,2,1,1,0.800705631
152710XXXX,2/26/2020 11:31,36013,14701,2,,,,,,,,,,,,,,,,,,,2,1,30,1,2,3,2,4,3,2,1,2,4,1,2,2,2,2,1,0.555926665
832100XXXX,2/25/2020 22:20,36015,14901,1,3,,50,20,0,0,0,30,0,0,,,,,,,,,2,2,56,2,3,1,3,1,1,1,1,2,2,2,2,2,2,3,1,0.780269285
164810XXXX,2/26/2020 11:33,36023,13045,1,6,2,60,20,85,50,60,80,15,40,3,6,9,,,,,3,1,2,42,1,3,2,5,2,1,1,3,2,1,2,2,2,2,1,1,0.854303724
104710XXXX,2/25/2020 22:19,36027,12533,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,32,1,3,1,3,1,2,2,2,1,2,2,2,2,2,2,1,0.764635286
219210XXXX,2/26/2020 12:42,36027,12533,1,6,1,20,20,20,20,20,20,20,20,,,,,,,,,2,2,24,1,3,1,2,1,3,3,1,2,2,2,2,2,2,2,1,0.764635286
119910XXXX,2/25/2020 22:26,36027,12533,1,5,1,95,30,65,0,50,90,75,50,,,,,,,,,2,1,70,2,3,3,3,2,3,2,2,2,3,2,2,2,2,3,1,0.618763507
166410XXXX,2/26/2020 11:33,36029,14213,1,6,2,70,90,70,60,40,100,60,60,1,6,2,8,7,5,3,2,1,2,52,2,1,2,3,2,2,1,2,1,2,2,2,2,2,1,1,0.876608714
533100XXXX,2/26/2020 11:42,36029,14226,1,1,,5,55,5,35,45,51,50,30,,,,,,,,,2,1,55,2,1,3,3,4,2,2,3,2,4,2,1,1,2,2,1,0.588388218
244100XXXX,2/25/2020 22:14,36029,14225,1,5,3,50,0,0,0,0,30,0,0,,,,,,,,,2,2,50,2,3,3,3,3,2,1,3,1,4,2,2,2,2,2,1,0.780269285
732100XXXX,2/25/2020 22:19,36029,14224,1,6,1,0,0,0,25,0,0,0,0,,,,,,,,,2,2,19,1,3,1,1,1,2,1,1,2,4,2,2,2,2,2,1,0.764635286
887100XXXX,2/25/2020 22:20,36029,14220,1,6,2,65,15,51,5,30,15,10,70,1,8,3,9,,,,5,1,2,60,2,3,2,2,3,2,2,2,2,2,2,1,2,2,1,1,0.780269285
959100XXXX,2/25/2020 22:21,36029,14127,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,2,55,2,3,1,2,1,3,1,3,2,2,2,2,2,2,2,1,0.780269285
105110XXXX,2/25/2020 22:20,36029,14215,1,6,2,50,0,0,0,0,50,0,0,1,6,8,9,,,,2,1,2,35,1,2,2,2,2,2,2,1,1,3,2,2,2,1,1,1,2.216395756
129310XXXX,2/26/2020 11:29,36029,14225,1,2,,100,100,100,100,100,100,100,100,,,,,,,,,2,2,31,1,3,2,3,2,3,2,1,2,2,2,2,2,2,2,1,0.764635286
216110XXXX,2/26/2020 12:41,36029,14220,1,6,5,,,,,,,,,,,,,,,,,2,2,64,2,3,3,3,3,2,1,3,2,4,2,2,2,2,1,1,0.780269285
658100XXXX,2/25/2020 22:17,36029,14227,1,5,1,0,0,0,0,0,60,0,0,,,,,,,,,2,1,28,1,3,1,3,1,2,2,1,1,4,2,2,2,2,1,1,1.176570157
106510XXXX,2/25/2020 22:20,36029,14219,1,4,,35,20,25,5,20,20,15,20,,,,,,,,,2,1,49,1,3,1,2,1,3,1,2,1,3,1,2,2,2,1,1,0.736103707
169910XXXX,2/26/2020 11:33,36029,14210,1,6,2,100,60,60,0,75,50,20,75,9,,,,,,,,1,1,59,2,3,2,4,2,2,1,1,2,2,2,2,2,2,1,1,0.931934826
239100XXXX,2/25/2020 22:56,36029,14075,1,6,1,0,0,0,0,0,3,0,0,,,,,,,,,2,1,45,1,3,1,1,1,2,3,2,1,2,2,2,2,2,2,1,0.736103707
522100XXXX,2/26/2020 11:42,36029,14226,1,6,2,55,20,50,0,30,55,10,40,6,3,1,8,5,7,2,4,1,1,51,2,3,2,4,2,2,2,2,1,4,2,2,2,2,2,1,0.931934826
232100XXXX,2/25/2020 22:14,36043,13491,1,7,2,100,0,0,0,0,0,0,0,1,7,4,6,3,5,8,3,1,2,28,1,3,2,4,2,1,1,2,2,1,2,2,1,2,1,1,0.764635286
341100XXXX,2/25/2020 22:15,36043,13365,1,6,1,0,0,0,0,0,0,0,0,,,,,,,,,2,1,48,1,3,1,3,1,2,1,2,2,2,2,2,2,2,3,1,0.736103707
113810XXXX,2/25/2020 22:20,36047,11232,2,,,,,,,,,,,,,,,,,,,2,2,26,1,1,3,2,3,2,1,2,2,3,2,2,2,2,1,1,0.519329079
177710XXXX,2/26/2020 11:33,36047,11237,1,6,2,80,90,0,0,0,65,0,0,2,1,9,,,,,1,1,1,44,1,1,2,2,2,3,2,1,2,3,1,2,2,2,1,1,0.656329708
222510XXXX,2/26/2020 13:46,36047,11207,2,,,,,,,,,,,,,,,,,,,2,1,52,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,0.588388218
307100XXXX,2/25/2020 23:04,36047,11206,1,6,2,80,60,5,15,10,60,10,15,1,6,2,9,,,,2,1,1,28,1,1,2,3,2,1,2,1,2,3,2,1,2,2,1,1,0.863343069
514100XXXX,2/25/2020 22:16,36047,11234,1,4,,75,40,35,0,20,100,0,80,,,,,,,,,2,2,18,1,4,2,3,4,2,2,1,1,3,2,2,2,1,1,1,0.743382294
566100XXXX,2/25/2020 22:18,36047,11236,1,6,2,75,100,0,0,0,50,0,45,2,1,6,9,,,,2,1,2,47,1,3,2,3,2,3,1,1,2,3,2,2,2,2,1,1,0.854303724
103310XXXX,2/25/2020 22:21,36047,11228,1,7,2,60,50,60,20,30,70,10,40,6,1,3,2,5,8,7,2,1,2,23,1,1,2,5,2,3,2,1,2,3,3,1,1,2,3,1,0.519329079
189410XXXX,2/26/2020 11:31,36047,11213,1,4,,20,20,10,10,10,10,10,10,,,,,,,,,2,2,34,1,2,2,4,2,2,1,1,1,2,2,2,2,2,2,1,0.537741555
200310XXXX,2/26/2020 11:32,36047,11237,1,5,2,0,0,0,0,0,0,0,0,2,8,3,1,6,7,5,2,1,2,24,1,3,2,4,2,3,2,1,2,1,2,2,2,2,1,1,0.764635286
104110XXXX,2/25/2020 22:20,36047,11235,1,6,4,50,50,50,50,50,50,50,50,,,,,,,,,2,1,29,1,3,3,3,3,2,2,1,2,4,2,2,2,2,2,1,1.176570157
