,Very Conservative,Conservative,Moderate,Liberal,Very Liberal,Not Sure,All
Biden defeats Trump,10.155299103120635,16.587331970406247,30.980373220887497,41.10400762393133,42.69740725726885,29.539653672268653,28.09978174220204
Bloomberg defeats Trump,10.385936614444448,16.711677628062493,31.29472108013872,38.10230973243476,39.710211013504704,27.6611031965373,27.369762077557745
Buttigieg defeats Trump,8.223671076558732,10.27327438086042,21.364650714042497,31.324733458814638,33.396314185679266,17.47385873141791,20.14410399265857
Gabbard defeats Trump,4.978821822066666,6.000165398210418,10.124846539427498,13.338218566205962,14.048545654349052,12.693042642373136,9.60874623359021
Klobuchar defeats Trump,5.854375087834919,7.288219735235413,15.359088058918742,21.332429797002256,27.13650468259905,14.749909392820896,14.579488886212015
Sanders defeats Trump,13.81844705574603,18.77326783404792,35.603652563077475,45.68653055158579,55.863870151735846,30.673227223059698,32.76077974059757
Steyer defeats Trump,6.4809007837999975,6.829409399174998,13.838936003045,18.505671555141863,23.501368643141507,18.084854165119406,13.27204799305191
Warren defeats Trump,6.953507683250794,9.10343627072292,21.222873709049125,31.93942943089243,40.624535492891496,20.336076692358205,20.5412170582394
