"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"1101","0","0","1","861","0.116144018","1","100"
"1101","25500","5000","70","861","8.1300813","70","100"
"1101","25500","5008","182","861","21.138211382","182","100"
"1101","25500","6013","15","861","1.742160278","15","100"
"1101","25500","6014","16","861","1.858304297","16","100"
"1101","25500","6017","49","861","5.69105691","49","100"
"1101","25500","6019","29","861","3.368176538","29","100"
"1101","25500","6022","86","861","9.988385598","86","100"
"1101","25500","6023","157","861","18.234610917","157","100"
"1101","25500","6024","67","861","7.781649245","67","100"
"1101","25500","6025","3","861","0.348432055","3","100"
"1101","25500","6027","48","861","5.574912891","48","100"
"1101","25500","6028","27","861","3.135888501","27","100"
"1101","25500","6029","111","861","12.891986062","111","100"
"1102","25500","1013","8","1009","0.792864222","31","25.806451612"
"1102","25500","1016","38","1009","3.766105054","38","100"
"1102","25500","1018","4","1009","0.396432111","4","100"
"1102","25500","1019","24","1009","2.378592666","24","100"
"1102","25500","1020","35","1009","3.468780971","35","100"
"1102","25500","1021","42","1009","4.162537165","42","100"
"1102","25500","1023","20","1009","1.982160555","21","95.238095238"
"1102","25500","2020","29","1009","2.874132804","29","100"
"1102","25500","2021","35","1009","3.468780971","35","100"
"1102","25500","2022","66","1009","6.541129831","66","100"
"1102","25500","2023","31","1009","3.07234886","31","100"
"1102","25500","2024","106","1009","10.505450941","106","100"
"1102","25500","3000","39","1009","3.865213082","39","100"
"1102","25500","3002","32","1009","3.171456888","32","100"
"1102","25500","3003","94","1009","9.316154608","94","100"
"1102","25500","6009","70","1009","6.937561942","70","100"
"1102","25500","6010","89","1009","8.820614469","89","100"
"1102","25500","6018","184","1009","18.235877106","184","100"
"1102","25500","6020","28","1009","2.775024777","28","100"
"1102","25500","6021","35","1009","3.468780971","35","100"
"1103","25600","1002","89","818","10.880195599","89","100"
"1103","25600","1003","75","818","9.168704156","75","100"
"1103","25600","1004","34","818","4.156479217","34","100"
"1103","25600","1010","163","818","19.926650366","163","100"
"1103","25600","1011","123","818","15.036674816","123","100"
"1103","25600","1013","36","818","4.400977995","36","100"
"1103","25600","4000","180","818","22.004889975","180","100"
"1103","25600","4003","101","818","12.347188264","101","100"
"1103","25600","4004","17","818","2.078239608","17","100"
"1104","25500","4000","112","931","12.030075187","112","100"
"1104","25500","4005","4","931","0.429645542","28","14.285714285"
"1104","25500","4007","63","931","6.766917293","63","100"
"1104","25500","4008","3","931","0.322234156","3","100"
"1104","25500","5001","65","931","6.981740064","65","100"
"1104","25500","5002","18","931","1.93340494","18","100"
"1104","25500","5003","16","931","1.718582169","16","100"
"1104","25500","5004","53","931","5.692803437","53","100"
"1104","25500","5005","22","931","2.363050483","22","100"
"1104","25500","5006","75","931","8.05585392","75","100"
"1104","25500","5007","89","931","9.559613319","89","100"
"1104","25500","5009","80","931","8.592910848","80","100"
"1104","25500","5010","73","931","7.841031149","73","100"
"1104","25500","6030","69","931","7.411385606","69","100"
"1104","25500","6031","60","931","6.444683136","60","100"
"1104","25500","6032","129","931","13.856068743","129","100"
"1105","25500","1025","66","941","7.01381509","66","100"
"1105","25500","2027","119","941","12.646121147","119","100"
"1105","25500","2028","78","941","8.289054197","78","100"
"1105","25500","2029","31","941","3.294367693","31","100"
"1105","25500","2030","52","941","5.526036131","52","100"
"1105","25500","3005","100","941","10.626992561","100","100"
"1105","25500","3006","92","941","9.776833156","92","100"
"1105","25500","3008","91","941","9.67056323","91","100"
"1105","25500","3009","78","941","8.289054197","78","100"
"1105","25500","4002","79","941","8.395324123","79","100"
"1105","25500","4003","59","941","6.269925611","59","100"
"1105","25500","4004","72","941","7.651434643","72","100"
"1105","25500","4005","24","941","2.550478214","28","85.714285714"
"1106","25600","4001","88","908","9.691629955","88","100"
"1106","25600","4002","111","908","12.224669603","111","100"
"1106","25600","4006","101","908","11.123348017","101","100"
"1106","25600","4008","96","908","10.572687224","96","100"
"1106","26002","1001","82","908","9.030837004","82","100"
"1106","26002","1002","46","908","5.066079295","46","100"
"1106","26002","1003","42","908","4.62555066","42","100"
"1106","26002","1004","152","908","16.740088105","152","100"
"1106","26002","1005","94","908","10.352422907","94","100"
"1106","26002","1006","96","908","10.572687224","96","100"
"1107","26001","1001","103","984","10.467479674","103","100"
"1107","26001","1002","36","984","3.658536585","36","100"
"1107","26001","1003","84","984","8.536585365","84","100"
"1107","26001","1004","79","984","8.028455284","79","100"
"1107","26001","1005","114","984","11.585365853","114","100"
"1107","26001","1006","102","984","10.365853658","102","100"
"1107","26001","1007","101","984","10.264227642","101","100"
"1107","26001","2000","63","984","6.402439024","63","100"
"1107","26001","2001","102","984","10.365853658","102","100"
"1107","26001","2002","95","984","9.654471544","95","100"
"1107","26001","2003","105","984","10.670731707","105","100"
"1108","26001","1000","38","826","4.600484261","38","100"
"1108","26001","1008","110","826","13.317191283","110","100"
"1108","26001","1009","98","826","11.864406779","98","100"
"1108","26001","1010","92","826","11.138014527","92","100"
"1108","26001","1011","93","826","11.259079903","93","100"
"1108","26001","1012","92","826","11.138014527","92","100"
"1108","26002","2009","94","826","11.380145278","94","100"
"1108","26003","1000","105","826","12.711864406","105","100"
"1108","26003","1001","104","826","12.590799031","104","100"
"1109","26002","1000","100","883","11.325028312","100","100"
"1109","26002","1007","81","883","9.173272933","81","100"
"1109","26002","1008","81","883","9.173272933","81","100"
"1109","26002","2000","118","883","13.363533408","118","100"
"1109","26002","2001","132","883","14.949037372","132","100"
"1109","26002","2002","9","883","1.019252548","9","100"
"1109","26002","2003","68","883","7.701019252","68","100"
"1109","26002","2004","188","883","21.291053227","188","100"
"1109","26002","2005","58","883","6.568516421","58","100"
"1109","26002","2006","48","883","5.43601359","48","100"
"1111","31201","2009","56","638","8.777429467","56","100"
"1111","31201","2010","10","638","1.567398119","10","100"
"1111","31201","2011","144","638","22.570532915","144","100"
"1111","31201","3001","54","638","8.463949843","54","100"
"1111","31201","3002","60","638","9.404388714","60","100"
"1111","31201","3004","115","638","18.025078369","115","100"
"1111","31201","3005","101","638","15.830721003","101","100"
"1111","31201","3006","53","638","8.307210031","53","100"
"1111","31201","3007","45","638","7.053291536","45","100"
"1112","31201","2000","80","555","14.414414414","222","36.036036036"
"1112","31201","2001","122","555","21.981981981","122","100"
"1112","31201","2003","118","555","21.261261261","118","100"
"1112","31201","2005","112","555","20.18018018","112","100"
"1112","31201","2007","123","555","22.162162162","123","100"
"1113","31301","1004","90","731","12.311901504","90","100"
"1113","31301","1005","94","731","12.859097127","94","100"
"1113","31301","1006","46","731","6.292749658","46","100"
